"Samuels, Dover",1999-12-10,2000-06-28,0,0
"Horomia, Parekura",2000-06-28,2008-11-19,0,0
"Sutton, Jim",1999-12-10,2005-10-19,0,0
"Anderton, Jim",2005-10-19,2008-11-19,0,0
"Maharey, Steve",1999-12-10,2007-10-31,0,0
"Dyson, Ruth",2007-10-31,2008-11-19,0,0
"Robson, Matt",1999-12-05,2002-08-15,0,0
"Swain, Paul",2002-08-15,2005-10-19,0,0
"O'Connor, Damien",2005-10-19,2007-11-05,0,0
"Goff, Phil",2007-11-05,2008-11-19,0,0
"Cullen, Michael",1999-12-10,2005-10-19,1,0
"Dunne, Peter",2005-10-19,2008-11-19,1,0
"English, Bill",2008-11-19,2016-12-31,1,0
"Brownlee, Gerry",2008-11-19,2011-11-26,0,0
"Joyce, Steven",2011-11-26,2016-12-31,0,0
"Power, Simon",2008-11-19,2011-11-26,1,0
"Collins, Judith",2011-11-26,2014-09-20,1,0
"Adams, Amy",2014-09-20,2016-12-31,1,0
"Ryall, Tony",2008-11-19,2014-09-20,1,0
"Coleman, Jonathan",2014-09-20,2016-12-31,1,0
"Smith, Nick",2008-11-19,2012-03-21,0,0
"Adams, Amy",2012-03-21,2014-09-20,0,0
"Smith, Nick",2014-09-20,2016-12-31,0,0
"Collins, Judith",2008-11-19,2011-11-26,0,0
"Tolley, Anne",2011-11-26,2014-09-20,0,0
"Woodhouse, Michael",2014-09-20,2015-12-31,0,0
"Collins, Judith",2015-12-14,2016-12-31,0,0
"Tolley, Anne",2008-11-19,2011-11-26,0,0
"Parata, Hekia",2011-11-26,2016-12-31,0,0
"Finlayson, Chris",2008-11-19,2016-12-31,0,0
"Carter, David",2008-11-19,2011-11-26,0,0
"McCully, Murray",2008-11-19,2016-12-31,1,0
"Groser, Tim",2008-11-19,2015-12-19,0,0
"McClay, Todd",2015-12-14,2016-12-31,0,0
"Mapp, Wayne",2008-11-19,2011-11-26,1,0
"Coleman, Jonathan",2011-11-26,2014-09-20,1,0
"Brownlee, Gerry",2014-09-20,2016-12-31,1,0
"Joyce, Steven",2008-11-19,2011-11-26,0,0
"Brownlee, Gerry",2011-11-26,2016-12-31,0,0
"Heuheu, Georgina te",2008-11-19,2011-11-26,0,0
"Borrows, Chester",2011-11-26,2014-09-20,0,0
"Adams, Amy",2014-09-20,2016-12-31,0,0
"Bennett, Paula",2008-11-19,2014-09-20,0,0
"Tolley, Anne",2014-09-20,2016-12-31,0,0
"Heatley, Phil",2008-11-19,2011-11-26,0,0
"Wong, Pansy",2008-11-19,2010-11-12,0,0
"Collins, Judith",2011-11-26,2014-09-20,0,0
"Lotu-Iiga, Pesata Sam",2014-09-20,2016-12-31,0,0
"Coleman, Jonathan",2008-11-19,2016-12-31,0,0
"Guy, Nathan",2011-11-26,2014-09-20,0,0
"Woodhouse, Michael",2014-09-20,2016-12-31,0,0
"Wilkinson, Kate",2008-11-19,2013-01-31,0,0
"Bridges, Simon",2013-01-31,2014-09-20,0,0
"Adams, Amy",2011-11-26,2012-03-21,0,0
"Tremain, Chris",2012-03-21,2014-09-20,0,0
"Dunne, Peter",2014-09-20,2016-12-31,0,0
"Smith, Nick",2011-11-26,2012-03-21,0,0
"Carter, David",2012-03-21,2013-01-31,0,0
"Tremain, Chris",2013-01-31,2014-09-20,0,0
"Bennett, Paula",2014-09-20,2016-12-31,0,0
"Carter, David",2011-11-26,2013-01-31,0,0
"Guy, Nathan",2013-01-31,2016-12-31,0,0
"Barry, Maggie",2014-09-20,2016-12-31,0,0
