PARLID	PROVINCE	RIDING	DATE	NAME	PARTY	JOB	VOTES	PERC	ELECTED	ELECTIONNUM
0	Nova Scotia	DIGBY	1874-10-26	TAYLOR, W.H.	Unknown	merchant	656	41.31	0	3.5
42	Ontario	ADDINGTON	1874-10-28	SHIBLEY, Schuyler	Lib.-Cons.	farmer	1263	57.86	1	3.5
0	Ontario	ADDINGTON	1874-10-28	WAGGONER, David John	Unknown		920	42.14	0	3.5
4558	Ontario	RENFREW NORTH	1874-11-04	MURRAY, William	Lib	merchant	889	51.39	1	3.5
276	Ontario	RENFREW NORTH	1874-11-04	WHITE, Peter	Cons.	merchant	841	48.61	0	3.5
389	Quebec	ARGENTEUIL	1874-11-04	CUSHING, Lemuel Jr.	Lib	lawyer	840	53.3	1	3.5
793	Quebec	ARGENTEUIL	1874-11-04	OWENS, William	Unknown		736	46.7	0	3.5
362	Ontario	LINCOLN	1874-11-17	NORRIS, James	Lib	merchant	1406	52.4	1	3.5
0	Ontario	LINCOLN	1874-11-17	JUKES, Augustus	Unknown		1270	47.34	0	3.5
0	Ontario	LINCOLN	1874-11-17	WYNNE, Reuben	Unknown		7	0.26	0	3.5
367	Ontario	NORTHUMBERLAND WEST	1874-11-17	KERR, William	Lib	lawyer	1315	53.13	1	3.5
0	Ontario	NORTHUMBERLAND WEST	1874-11-17	SMITH, Sidney	Unknown	lawyer	1160	46.87	0	3.5
407	Quebec	RICHMOND--WOLFE	1874-12-04	AYLMER, Henry	Lib	lawyer	978	48.83	1	3.5
0	Quebec	RICHMOND--WOLFE	1874-12-04	HANNING, Henry-R.	Unknown		592	29.56	0	3.5
0	Quebec	RICHMOND--WOLFE	1874-12-04	BELANGER, L.C.	Unknown	publisher	414	20.67	0	3.5
0	Quebec	RICHMOND--WOLFE	1874-12-04	SCARRY,	Unknown		19	0.95	0	3.5
159	Quebec	JOLIETTE	1874-12-10	BABY, Louis Francois Georges	Cons.	lawyer	1069	54.13	1	3.5
0	Quebec	JOLIETTE	1874-12-10	BEAUPRE, Amable	Unknown	physician	906	45.87	0	3.5
403	Quebec	MONTREAL WEST	1874-12-10	MCKENZIE, Frederick	Lib	lawyer	2030	50.09	1	3.5
372	Quebec	MONTREAL WEST	1874-12-10	WHITE, Thomas Jr.	Unknown		2023	49.91	0	3.5
268	Ontario	NORTHUMBERLAND EAST	1874-12-12	BIGGAR, James Lyons	I Lib	general merchant	1670	54.66	1	3.5
95	Ontario	NORTHUMBERLAND EAST	1874-12-12	COCKBURN, James	Unknown		1385	45.34	0	3.5
287	Ontario	WELLINGTON CENTRE	1874-12-13	ORTON, George Turner	Lib.-Cons.	physician	1571	52.09	1	3.5
286	Ontario	WELLINGTON CENTRE	1874-12-13	ROSS, James	Lib	farmer	1445	47.91	0	3.5
360	Ontario	LEEDS NORTH AND GRENVILLE NORTH	1874-12-16	FERGUSON, Charles Frederick	Lib.-Cons.	physician	917	54.52	1	3.5
0	Ontario	LEEDS NORTH AND GRENVILLE NORTH	1874-12-16	WEIR, John K.	Unknown	farmer	765	45.48	0	3.5
267	Ontario	NORFOLK SOUTH	1874-12-16	WALLACE, William	Cons.	journalist	1402	52.99	1	3.5
366	Ontario	NORFOLK SOUTH	1874-12-16	STUART, John	Unknown	merchant	1244	47.01	0	3.5
347	Nova Scotia	COLCHESTER	1874-12-17	MCKAY, Thomas	Lib.-Cons.	merchant	1818	65.66	1	3.5
0	Nova Scotia	COLCHESTER	1874-12-17	PAGE, Alex C.	Unknown	physician	951	34.34	0	3.5
435	Nova Scotia	VICTORIA	1874-12-17	CAMPBELL, Charles James	Cons.	merchant	541	50.85	1	3.5
0	Nova Scotia	VICTORIA	1874-12-17	TREMAIN, Barclay Edmund	Lib	lawyer	523	49.15	0	3.5
364	Ontario	NIAGARA	1874-12-22	PLUMB, Josiah Burr	Cons.	bank manager	354	58.51	1	3.5
0	Ontario	NIAGARA	1874-12-22	BROWN, Solomon John Johnson	Unknown	farmer	251	41.49	0	3.5
377	Ontario	VICTORIA NORTH	1874-12-22	MACLENNAN, James	Lib	lawyer	604	50.12	1	3.5
121	Ontario	VICTORIA NORTH	1874-12-22	CAMERON, Hector	Cons.	lawyer	601	49.88	0	3.5
279	Ontario	SIMCOE NORTH	1874-12-26	COOK, Herman Henry	Lib	businessman	2355	50.8	1	3.5
280	Ontario	SIMCOE NORTH	1874-12-26	MCCARTHY, D'Alton	Cons.	lawyer	2281	49.2	0	3.5
75	Ontario	KINGSTON	1874-12-29	MACDONALD, John Alexander	Lib.-Cons.	lawyer	889	50.48	1	3.5
258	Ontario	KINGSTON	1874-12-29	CARRUTHERS, John	Unknown	merchant	872	49.52	0	3.5
392	Quebec	CHAMBLY	1874-12-30	JODOIN, Amable	Lib	businessman	863	51.37	1	3.5
145	Quebec	CHAMBLY	1874-12-30	BENOIT, Pierre-Basile	Cons.	farmer	817	48.63	0	3.5
175	Quebec	MONTREAL CENTRE	1875-01-12	DEVLIN, Bernard	Lib	lawyer	2303	50.92	1	3.5
311	Quebec	MONTREAL CENTRE	1875-01-12	RYAN, Michael Patrick	Lib.-Cons.	merchant	2220	49.08	0	3.5
399	Quebec	L'ASSOMPTION	1875-01-16	HURTEAU, Hilaire	Lib.-Cons.	notary	-1	100.0	1	3.5
479	Ontario	TORONTO EAST	1875-01-18	PLATT, Samuel	Ind.	brewer	1396	58.7	1	3.5
283	Ontario	TORONTO EAST	1875-01-18	O'DONOHUE, John	Lib	lawyer	982	41.3	0	3.5
451	Ontario	HALTON	1875-01-25	MCCRANEY, William	Lib	lumber merchant	1704	52.06	1	3.5
250	Ontario	HALTON	1875-01-25	CHISHOLM, Daniel Black	Lib.-Cons.	lawyer	1569	47.94	0	3.5
459	Ontario	MIDDLESEX EAST	1875-01-28	MACMILLAN, Duncan	Lib.-Cons.	lawyer	2098	52.14	1	3.5
572	Ontario	MIDDLESEX EAST	1875-01-28	ARMSTRONG, James	Unknown		1926	47.86	0	3.5
257	Ontario	HURON SOUTH	1875-02-11	GREENWAY, Thomas	Ind.	merchant	-1	100.0	1	3.5
4559	Ontario	LONDON	1875-02-18	FRASER, James Harshaw	Lib.-Cons.	lawyer	1228	52.75	1	3.5
0	Ontario	LONDON	1875-02-18	PETERS, Samuel	Unknown		1100	47.25	0	3.5
373	Ontario	RENFREW SOUTH	1875-02-20	MCDOUGALL, John Lorn	Lib	mill owner	803	51.77	1	3.5
374	Ontario	RENFREW SOUTH	1875-02-20	BANNERMAN, William	Cons.	businessman	748	48.23	0	3.5
4560	Quebec	TWO MOUNTAINS	1875-02-26	GLOBENSKY, Charles-Auguste-Maximilien	Ind.	seigneur of Mille-Iles	939	53.69	1	3.5
330	Quebec	TWO MOUNTAINS	1875-02-26	PREVOST, Wilfrid	Lib	lawyer	810	46.31	0	3.5
293	Quebec	BERTHIER	1875-02-27	CUTHBERT, Edward-Octavian	Cons.	owner of Seigniory of Berthier	1056	57.39	1	3.5
0	Quebec	BERTHIER	1875-02-27	DRAINVILLE, Isaie Stanislas Norbert	Unknown	physician	784	42.61	0	3.5
288	Ontario	WELLINGTON NORTH	1875-03-18	HIGINBOTHAM, Nathaniel	Lib	druggist	1368	50.05	1	3.5
127	Ontario	WELLINGTON NORTH	1875-03-18	DREW, George Alexander	Lib.-Cons.	lawyer	1365	49.95	0	3.5
341	Manitoba	PROVENCHER	1875-03-31	BANNATYNE, Andrew Graham Ballen	Lib	fur trader	-1	100.0	1	3.5
4561	Nova Scotia	VICTORIA	1875-04-28	TREMAIN, B.E.	Lib	lawyer	0	0.0	1	3.5
252	Ontario	HAMILTON	1875-05-20	IRVING, Aemilus	Lib	lawyer	1977	27.5	1	3.5
359	Ontario	HAMILTON	1875-05-20	WOOD, Andrew Trew	Lib	businessman	1952	27.16	1	3.5
251	Ontario	HAMILTON	1875-05-20	WITTON, Henry Buckingham	CLab	painter	1691	23.53	0	3.5
0	Ontario	HAMILTON	1875-05-20	BROWNE, Michael Wilson	Unknown		1568	21.81	0	3.5
478	Ontario	TORONTO CENTRE	1875-05-21	MACDONALD, John	I Lib	businessman	-1	100.0	1	3.5
57	Ontario	BRUCE SOUTH	1875-06-02	BLAKE, Edward Dominick	Lib	lawyer	-1	100.0	1	3.5
176	Quebec	NAPIERVILLE	1875-06-19	COUPAL DE SAINT-CYPRIEN, Sixte	Lib	farmer	721	53.09	1	3.5
0	Quebec	NAPIERVILLE	1875-06-19	BEDARD, Louis	Unknown	notary	637	46.91	0	3.5
89	Ontario	MONCK	1875-06-22	MCCALLUM, Lachlin	Lib.-Cons.	shipbuilding contractor	1333	50.08	1	3.5
264	Ontario	MONCK	1875-06-22	EDGAR, James David	Lib	barrister	1329	49.92	0	3.5
380	Ontario	YORK NORTH	1875-06-29	DYMOND, Alfred Hutchinson	Lib	writer	1684	56.13	1	3.5
485	Ontario	YORK NORTH	1875-06-29	BOULTBEE, Alfred	Unknown	barrister	1316	43.87	0	3.5
447	Ontario	GLENGARRY	1875-07-07	MCNAB, Archibald	Lib	railway company director	1227	56.49	1	3.5
4562	Ontario	GLENGARRY	1875-07-07	MCMILLAN, Donald	Unknown	physician	945	43.51	0	3.5
370	Ontario	PERTH NORTH	1875-07-07	MONTEITH, Andrew	Cons.	businessman	1737	50.29	1	3.5
0	Ontario	PERTH NORTH	1875-07-07	FISHER, James	Ind.		1717	49.71	0	3.5
4563	Quebec	GASPE	1875-07-10	SHORT, John	Cons.	farmer	605	66.92	1	3.5
0	Quebec	GASPE	1875-07-10	LE BOUTHILLIER, Horatio	Unknown	merchant	299	33.08	0	3.5
121	Ontario	VICTORIA NORTH	1875-09-17	CAMERON, Hector	Unknown		0	0.0	1	3.5
172	Quebec	MONTREAL WEST	1875-10-30	WORKMAN, Thomas	Lib	merchant	2300	50.55	1	3.5
372	Quebec	MONTREAL WEST	1875-10-30	WHITE, Thomas Jr.	Unknown		2250	49.45	0	3.5
235	Ontario	WEST TORONTO	1875-11-06	ROBINSON, John Beverly	Cons.	barrister	1935	54.99	1	3.5
4564	Ontario	WEST TORONTO	1875-11-06	TURNER, John	Unknown		1584	45.01	0	3.5
163	Quebec	BELLECHASSE	1875-11-23	BLANCHET, Joseph Goderic	Cons.	physician	698	46.53	1	3.5
493	Quebec	BELLECHASSE	1875-11-23	LARUE, Achille	Lib	lawyer	443	29.53	0	3.5
0	Quebec	BELLECHASSE	1875-11-23	BOUTIN, Pierre	Unknown		359	23.93	0	3.5
175	Quebec	MONTREAL CENTRE	1875-11-26	DEVLIN, Bernard	Lib	lawyer	-1	100.0	1	3.5
395	Quebec	DORCHESTER	1875-12-14	ROULEAU, Fortunat	Lib.-Cons.	lawyer	1086	63.66	1	3.5
0	Quebec	DORCHESTER	1875-12-14	MORRISSET, Alfred	Unknown	physician	620	36.34	0	3.5
171	Quebec	QUEBEC-CENTRE	1875-12-27	CAUCHON, Joseph-Edouard	Lib	journalist	-1	100.0	1	3.5
491	Quebec	ARGENTEUIL	1875-12-31	CHRISTIE, Thomas	Lib	physician	-1	100.0	1	3.5
145	Quebec	CHAMBLY	1876-01-07	BENOIT, Pierre-Basile	Cons.	farmer	913	54.47	1	3.5
0	Quebec	CHAMBLY	1876-01-07	FORTIER, Alfred	Unknown	physician	763	45.53	0	3.5
276	Ontario	RENFREW NORTH	1876-01-21	WHITE, Peter	Cons.	merchant	1192	54.83	1	3.5
4558	Ontario	RENFREW NORTH	1876-01-21	MURRAY, William	Lib	merchant	982	45.17	0	3.5
151	Quebec	CHARLEVOIX	1876-01-22	LANGEVIN, Hector-Louis	Cons.	lawyer	952	56.23	1	3.5
149	Quebec	CHARLEVOIX	1876-01-22	TREMBLAY, Pierre-Alexis	Lib	land surveyor	741	43.77	0	3.5
199	Quebec	TWO MOUNTAINS	1876-03-11	DAOUST, Jean-Baptiste	Cons.	farmer	-1	100.0	1	3.5
461	Ontario	MIDDLESEX NORTH	1876-06-07	SCATCHERD, Robert Colin	Lib	lawyer	1576	54.46	1	3.5
0	Ontario	MIDDLESEX NORTH	1876-06-07	LEVI, John	Unknown		1318	45.54	0	3.5
269	Ontario	ONTARIO NORTH	1876-07-05	GIBBS, William Henry	Cons.	manufacturer	1891	51.18	1	3.5
0	Ontario	ONTARIO NORTH	1876-07-05	CURRIE, George	Unknown		1804	48.82	0	3.5
98	Ontario	ONTARIO SOUTH	1876-07-05	GIBBS, Thomas Nicholson	Lib.-Cons.	manufacturer	1665	50.58	1	3.5
264	Ontario	ONTARIO SOUTH	1876-07-05	EDGAR, James D.	Unknown		1627	49.42	0	3.5
483	Ontario	WELLINGTON SOUTH	1876-07-05	GUTHRIE, Donald	Lib	lawyer	1366	51.47	1	3.5
0	Ontario	WELLINGTON SOUTH	1876-07-05	GOLDIE, James	Unknown		1288	48.53	0	3.5
447	Ontario	GLENGARRY	1876-07-31	MCNAB, Archibald	Lib	railway company director	1203	53.83	1	3.5
446	Ontario	GLENGARRY	1876-07-31	MCLENNAN, John	Unknown		1032	46.17	0	3.5
435	Nova Scotia	VICTORIA	1876-09-21	CAMPBELL, Charles James	Cons.	merchant	624	54.26	1	3.5
4565	Nova Scotia	VICTORIA	1876-09-21	ROSS, John	Lib		526	45.74	0	3.5
492	Quebec	BEAUCE	1876-10-18	BOLDUC, Joseph	Cons.	railway director	1404	53.61	1	3.5
0	Quebec	BEAUCE	1876-10-18	DE LERY,	Unknown		1215	46.39	0	3.5
44	Ontario	BOTHWELL	1876-11-15	MILLS, David	Lib	lawyer	1650	59.1	1	3.5
0	Ontario	BOTHWELL	1876-11-15	DAWSON, James	Unknown		1142	40.9	0	3.5
489	Prince Edward Island	QUEEN'S COUNTY	1876-11-22	POPE, James Colledge	Cons.	merchant	3199	50.7	1	3.5
689	Prince Edward Island	QUEEN'S COUNTY	1876-11-22	WELSH,	Unknown		3111	49.3	0	3.5
280	Ontario	CARDWELL	1876-12-14	MCCARTHY, D'Alton	Cons.	lawyer	-1	100.0	1	3.5
300	Quebec	JACQUES CARTIER	1876-12-28	LAFLAMME, Toussaint-Antoine-Rodolphe	Lib	lawyer	-1	100.0	1	3.5
500	Quebec	KAMOURASKA	1877-02-19	ROY, Charles-Francois	Cons.	civil engineer	-1	100.0	1	3.5
151	Quebec	CHARLEVOIX	1877-03-23	LANGEVIN, Hector-Louis	Cons.	lawyer	1185	51.21	1	3.5
149	Quebec	CHARLEVOIX	1877-03-23	TREMBLAY, Pierre-Alexis	Lib	land surveyor	1129	48.79	0	3.5
362	Ontario	LINCOLN	1877-05-09	NORRIS, James	Lib	merchant	1831	51.19	1	3.5
0	Ontario	LINCOLN	1877-05-09	MILLER, James	Unknown	lawyer	1746	48.81	0	3.5
100	Ontario	OTTAWA (CITY OF)	1877-05-09	CURRIER, Joseph Merrill	Lib.-Cons.	lumberman	2035	72.5	1	3.5
0	Ontario	OTTAWA (CITY OF)	1877-05-09	FEATHERSTON, J.P.	Unknown		772	27.5	0	3.5
6	New Brunswick	GLOUCESTER	1877-07-02	ANGLIN, Timothy Warren	Lib	editor	1185	58.0	1	3.5
533	New Brunswick	GLOUCESTER	1877-07-02	TURGEON, Onesiphore	Unknown		858	42.0	0	3.5
497	Quebec	DRUMMOND--ARTHABASKA	1877-10-27	BOURBEAU, Desire-Olivier	Cons.	merchant	1902	50.29	1	3.5
396	Quebec	DRUMMOND--ARTHABASKA	1877-10-27	LAURIER, Wilfrid	Lib	lawyer	1880	49.71	0	3.5
514	Quebec	QUEBEC-CENTRE	1877-11-03	MALOUIN, Jacques	Ind.	lawyer	-1	100.0	1	3.5
396	Quebec	QUEBEC EAST	1877-11-28	LAURIER, Wilfrid	Lib	lawyer	1863	54.62	1	3.5
0	Quebec	QUEBEC EAST	1877-11-28	GUILLET, DIT TOURANGEAU, Adolphe	Cons.	notary	1548	45.38	0	3.5
510	Quebec	NICOLET	1877-12-18	METHOT, Francois-Xavier-Ovide	I Con		1387	57.67	1	3.5
511	Quebec	NICOLET	1877-12-18	TURCOTTE, Gustave-Adolphe	Lib	physician	1018	42.33	0	3.5
422	New Brunswick	RESTIGOUCHE	1878-01-12	HADDOW, George	Ind.	merchant	-1	100.0	1	3.5
425	Nova Scotia	DIGBY	1878-01-19	WADE, John Chipman	Cons.	lawyer	1210	58.88	1	3.5
542	Nova Scotia	DIGBY	1878-01-19	VAIL, William Berrian	Lib	businessman	845	41.12	0	3.5
27	Nova Scotia	HALIFAX	1878-01-29	JONES, Alfred Gilpin	Ind.	merchant	2981	51.92	1	3.5
427	Nova Scotia	HALIFAX	1878-01-29	RICHEY, Matthew	Unknown	lawyer	2761	48.08	0	3.5
221	New Brunswick	NORTHUMBERLAND	1878-02-05	MITCHELL, Peter	Ind.	lawyer	-1	100.0	1	3.5
412	British Columbia	NEW WESTMINSTER	1878-03-25	MCINNES, Thomas Robert	Ind.	physician	-1	100.0	1	3.5
83	Ontario	HURON CENTRE	1878-11-02	CARTWRIGHT, R.J.	Lib	businessman	2002	55.56	1	4.5
0	Ontario	HURON CENTRE	1878-11-02	PLATT, S.	Unknown		1601	44.44	0	4.5
5	New Brunswick	CITY OF ST. JOHN	1878-11-04	TILLEY, Samuel Leonard	Lib.-Cons.	druggist	-1	100.0	1	4.5
23	Nova Scotia	CUMBERLAND	1878-11-04	TUPPER, Charles	Cons.	physician	-1	100.0	1	4.5
35	Nova Scotia	PICTOU	1878-11-04	MCDONALD, James	Cons.	lawyer	-1	100.0	1	4.5
60	Ontario	RUSSELL	1878-11-04	O'CONNOR, John	Cons.	lawyer	-1	100.0	1	4.5
150	Quebec	COMPTON	1878-11-04	POPE, John Henry	Lib.-Cons.	investor and promoter	-1	100.0	1	4.5
70	Ontario	HASTINGS NORTH	1878-11-06	BOWELL, Mackenzie	Cons.	editor	-1	100.0	1	4.5
197	Quebec	TERREBONNE	1878-11-06	MASSON, L.F.R.	Cons.	lawyer	-1	100.0	1	4.5
489	Prince Edward Island	QUEEN'S COUNTY	1878-11-09	POPE, James Colledge	Cons.	merchant	-1	100.0	1	4.5
159	Quebec	JOLIETTE	1878-11-14	BABY, Louis Francois George	Cons.	lawyer	-1	100.0	1	4.5
151	Quebec	THREE RIVERS	1878-11-21	LANGEVIN, Hector Louis	Cons.	postmaster-general	-1	100.0	1	4.5
339	Manitoba	MARQUETTE	1878-11-30	RYAN, Joseph	Lib	barrister	-1	100.0	1	4.5
598	Quebec	BEAUHARNOIS	1879-01-09	BERGERON, Joseph Gedeon H.	Cons.	lawyer	776	49.52	1	4.5
0	Quebec	BEAUHARNOIS	1879-01-09	SEERS, L.A.	Unknown		763	48.69	0	4.5
0	Quebec	BEAUHARNOIS	1879-01-09	ST. AMOUR, J.B.C.	Unknown		28	1.79	0	4.5
496	Quebec	CHARLEVOIX	1879-02-13	PERRAULT, Jos. Stanislas	Cons.	lawyer	1077	54.53	1	4.5
147	Quebec	CHARLEVOIX	1879-02-13	CIMON, S.X.	Cons.	contractor	898	45.47	0	4.5
253	Ontario	HASTINGS EAST	1879-02-25	WHITE, John	Cons.	machinist	1373	51.38	1	4.5
0	Ontario	HASTINGS EAST	1879-02-25	FARLEY, W.C.	Unknown		1299	48.62	0	4.5
364	Ontario	NIAGARA	1879-03-20	PLUMB, Josiah Burr	Cons.	bank manager	310	50.16	1	4.5
463	Ontario	NIAGARA	1879-03-20	HUGHES, Patrick	Lib	merchant	308	49.84	0	4.5
618	Quebec	YAMASKA	1879-07-07	VANASSE DIT VERTEFEUILLE, Fabien	Cons.	lawyer	1003	55.17	1	4.5
0	Quebec	YAMASKA	1879-07-07	GOUIN, F.	Unknown		815	44.83	0	4.5
4566	Quebec	BONAVENTURE	1879-08-26	BEAUCHESNE, Pierre-Clovis	Cons.	city employee	-1	100.0	1	4.5
524	British Columbia	YALE	1879-09-29	BARNARD, Francis Jones	Cons.	businessman	212	68.17	1	4.5
0	British Columbia	YALE	1879-09-29	TRAPP, John	Unknown		99	31.83	0	4.5
539	Nova Scotia	CAPE BRETON	1879-10-23	MCLEOD, William McKenzie	Lib.-Cons.	physician	1094	39.65	1	4.5
0	Nova Scotia	CAPE BRETON	1879-10-23	MCKAY, Newton LeGayet	Lib	lawyer	866	31.39	0	4.5
538	Nova Scotia	CAPE BRETON	1879-10-23	DODD, Murray	Cons.	lawyer	799	28.96	0	4.5
57	Ontario	DURHAM WEST	1879-11-17	BLAKE, Edward Dominick	Lib	lawyer	-1	100.0	1	4.5
527	Manitoba	PROVENCHER	1879-12-30	ROYAL, Joseph	Cons.	lawyer	652	62.57	1	4.5
0	Manitoba	PROVENCHER	1879-12-30	MOLLOY, John	Unknown		269	25.82	0	4.5
0	Manitoba	PROVENCHER	1879-12-30	HAMELIN, S.	Unknown		121	11.61	0	4.5
4567	Ontario	LANARK NORTH	1880-01-22	MCDONELL, Donald Greenfield	Lib	lawyer	1107	52.32	1	4.5
455	Ontario	LANARK NORTH	1880-01-22	JAMIESON, Joseph	Cons.	lawyer	1009	47.68	0	4.5
240	Ontario	CORNWALL	1880-01-27	BERGIN, Darby	Lib.-Cons.	physician	624	58.26	1	4.5
0	Ontario	CORNWALL	1880-01-27	MCLENNNAN, D.B.	Lib		447	41.74	0	4.5
137	Quebec	ARGENTEUIL	1880-02-12	ABBOTT, John Joseph Caldwell	Lib.-Cons.	lawyer	936	51.86	1	4.5
491	Quebec	ARGENTEUIL	1880-02-12	CHRISTIE, Thomas	Lib	physician	869	48.14	0	4.5
940	Quebec	MONTMORENCY	1880-02-14	ANGERS, Auguste-Real	Cons.	lawyer	943	61.67	1	4.5
0	Quebec	MONTMORENCY	1880-02-14	SAINT-GEORGES,	Unknown	physician	586	38.33	0	4.5
601	Quebec	CHATEAUGUAY	1880-04-17	HOLTON, Edward	Lib	lawyer	838	53.61	1	4.5
0	Quebec	CHATEAUGUAY	1880-04-17	LABERGE, P.	Unknown		725	46.39	0	4.5
465	Ontario	ONTARIO NORTH	1880-08-28	WHELER, George	Lib	mill proprietor	2271	51.8	1	4.5
269	Ontario	ONTARIO NORTH	1880-08-28	GIBBS, William Henry	Cons.	manufacturer	2113	48.2	0	4.5
593	Ontario	WEST TORONTO	1880-08-28	BEATY, James Jr.	Cons.	lawyer	2097	52.36	1	4.5
0	Ontario	WEST TORONTO	1880-08-28	RYAN, P.	Unknown		1836	45.84	0	4.5
0	Ontario	WEST TORONTO	1880-08-28	WRIGHT, A.W.	Unknown		49	1.22	0	4.5
0	Ontario	WEST TORONTO	1880-08-28	CAPREOL, F.C.	Unknown		23	0.57	0	4.5
529	Manitoba	SELKIRK	1880-09-10	SCOTT, Thomas	Cons.	journalist	735	56.02	1	4.5
214	Manitoba	SELKIRK	1880-09-10	SMITH, Donald Alexander	I Con	Hudson's Bay Co. employee	577	43.98	0	4.5
4568	Quebec	BROME	1880-10-18	MANSON, David Ames	Lib.-Cons.	postmaster	1217	52.55	1	4.5
600	Quebec	BROME	1880-10-18	FISHER, Sydney Arthur	Lib	farmer	1099	47.45	0	4.5
390	Quebec	BAGOT	1880-11-20	MOUSSEAU, Joseph-Alfred	Cons.	lawyer	-1	100.0	1	4.5
405	Quebec	QUEBEC COUNTY	1880-11-20	CARON, Joseph-Philippe-Rene-Adolphe	Cons.	lawyer	-1	100.0	1	4.5
579	Ontario	OXFORD NORTH	1880-12-09	SUTHERLAND, James	Lib	merchant	1835	55.61	1	4.5
0	Ontario	OXFORD NORTH	1880-12-09	PATTULO, G.R.	Unknown		1465	44.39	0	4.5
604	Quebec	JOLIETTE	1880-12-09	MCCONVILLE, Lewis Arthur	Cons.	lawyer	1225	64.14	1	4.5
158	Quebec	JOLIETTE	1880-12-09	GODIN, F.B.	Lib	lawyer	685	35.86	0	4.5
507	Quebec	MONTMORENCY	1880-12-09	VALIN, Pierre-Vincent	Cons.	businessman	846	74.47	1	4.5
0	Quebec	MONTMORENCY	1880-12-09	CLOUTIER, A.	Unknown		290	25.53	0	4.5
530	New Brunswick	CARLETON	1881-02-16	IRVINE, David	Lib	farmer	1470	50.78	1	4.5
0	New Brunswick	CARLETON	1881-02-16	CONNELL, C.P.	Unknown		1425	49.22	0	4.5
494	Quebec	BELLECHASSE	1881-03-19	AMYOT, Guillame	Cons.	lawyer	1066	50.74	1	4.5
0	Quebec	BELLECHASSE	1881-03-19	BILODEAU,	Unknown	physician	1035	49.26	0	4.5
147	Quebec	CHARLEVOIX	1881-03-19	CIMON, Simon-Xavier	Cons.	contractor	929	52.1	1	4.5
496	Quebec	CHARLEVOIX	1881-03-19	PERRAULT, Joseph-Stanislas	Cons.	lawyer	854	47.9	0	4.5
575	Ontario	NORTHUMBERLAND EAST	1881-03-25	CROUTER, Darius	I Lib	minister	-1	100.0	1	4.5
521	British Columbia	CARIBOO	1881-03-31	REID, James	Lib.-Cons.	businessman	179	42.32	1	4.5
0	British Columbia	CARIBOO	1881-03-31	MONROE,	Unknown		104	24.59	0	4.5
0	British Columbia	CARIBOO	1881-03-31	BALL,	Unknown		78	18.44	0	4.5
0	British Columbia	CARIBOO	1881-03-31	GREIG, Archibald	Unknown		62	14.66	0	4.5
21	Nova Scotia	COLCHESTER	1881-06-18	MCLELAN, Archibald Woodbury	Cons.	lumber merchant	1802	56.74	1	4.5
0	Nova Scotia	COLCHESTER	1881-06-18	CUMMINGS, Charles N.	Ind.		1374	43.26	0	4.5
544	Nova Scotia	PICTOU	1881-06-18	MCDOUGALL, John	Lib.-Cons.	merchant	-1	100.0	1	4.5
137	Quebec	ARGENTEUIL	1881-08-17	ABBOTT, John Joseph Caldwell	Lib.-Cons.	lawyer	-1	100.0	1	4.5
576	Ontario	NORTHUMBERLAND WEST	1881-12-19	GUILLET, George	Cons.	general merchant	1448	51.24	1	4.5
0	Ontario	NORTHUMBERLAND WEST	1881-12-19	WATERS, George	Unknown		1378	48.76	0	4.5
585	Ontario	SIMCOE SOUTH	1882-02-16	TYRWHITT, Richard	Cons.	farmer	-1	100.0	1	4.5
336	British Columbia	NEW WESTMINSTER	1882-03-09	HOMER, Joshua Attwood Reynolds	Lib.-Cons.	commission merchant	-1	100.0	1	4.5
332	Quebec	TERREBONNE	1882-08-16	CHAPLEAU, J.A.	Cons.	secretary of State	-1	100.0	1	5.5
692	Quebec	BAGOT	1882-09-02	DUPONT, Flavien	Cons.	notary	1408	55.98	1	5.5
0	Quebec	BAGOT	1882-09-02	DESMARAIS, O.	Unknown		1107	44.02	0	5.5
4569	Quebec	SOULANGES	1882-10-27	BEAUJEU, G.R.L.G.H.S.	Cons.	seigneur of Soulanges	748	50.1	1	5.5
717	Quebec	SOULANGES	1882-10-27	BAIN, James William	Cons.	merchant	745	49.9	0	5.5
534	New Brunswick	KING'S	1882-11-07	FOSTER, George E.	Cons.	university teacher	2005	53.78	1	5.5
220	New Brunswick	KING'S	1882-11-07	DOMVILLE, Jas.	Cons.	merchant	1723	46.22	0	5.5
603	Quebec	JOLIETTE	1882-12-07	GUILBAULT, Edouard	I Con	merchant	1070	58.25	1	5.5
0	Quebec	JOLIETTE	1882-12-07	MCCONVILLE, J.N.A.	Cons.	lawyer	767	41.75	0	5.5
490	Prince Edward Island	QUEEN'S COUNTY	1883-02-27	BRECKEN,	Cons.	lawyer	0	0.0	1	5.5
384	Prince Edward Island	KING'S COUNTY	1883-04-26	MACDONALD,	Unknown		0	0.0	1	5.5
1	New Brunswick	ALBERT	1883-07-10	WALLACE, John	Lib.-Cons.	farmer	934	53.4	1	5.5
415	New Brunswick	ALBERT	1883-07-10	ROGERS, Alexander	Lib	merchant	815	46.6	0	5.5
646	Nova Scotia	HALIFAX	1883-07-24	STAIRS, John Fitzwilliam	Cons.	merchant	-1	100.0	1	5.5
630	New Brunswick	KENT	1883-09-22	LANDRY, Pierre-Armand	Cons.	lawyer	1638	59.82	1	5.5
