PARLID	PROVINCE	RIDING	DATE	NAME	PARTY	JOB	VOTES	PERC	ELECTED	ELECTIONNUM
0	Ontario	CARLETON	1878-09-17	MAY, John	Unknown		1196	46.39	0	4
115	Ontario	CARLETON	1878-09-17	GRANT, J.A.	Unknown		86	3.34	0	4
0	Ontario	CARLETON	1878-09-17	SPARKS, Nic.	Unknown		14	0.54	0	4
240	Ontario	CORNWALL	1878-09-17	BERGIN, Darby	Lib.-Cons.	physician	575	51.71	1	4
0	Ontario	CORNWALL	1878-09-17	MCLENNAN, D.B.	Lib		537	48.29	0	4
55	Ontario	DUNDAS	1878-09-17	ROSS, John Sylvester	Lib.-Cons.	mill owner	1727	52.73	1	4
0	Ontario	DUNDAS	1878-09-17	LAFLAMME, A.J.	Unknown		1548	47.27	0	4
441	Ontario	DURHAM EAST	1878-09-17	WILLIAMS, A.T.H.	Cons.	farmer	1717	56.59	1	4
242	Ontario	DURHAM EAST	1878-09-17	ROSS, Lewis	Lib	merchant	1317	43.41	0	4
442	Ontario	DURHAM WEST	1878-09-17	BURK, Harvey William	Lib	farmer	11214	90.54	1	4
0	Ontario	DURHAM WEST	1878-09-17	CUBITT, F.	Unknown		1172	9.46	0	4
443	Ontario	ELGIN EAST	1878-09-17	ARKILL, Thomas	Lib.-Cons.	grain merchant	2168	50.47	1	4
444	Ontario	ELGIN EAST	1878-09-17	MACDOUGALL, C.	Lib	lawyer	2128	49.53	0	4
244	Ontario	ELGIN WEST	1878-09-17	CASEY, George Elliott	Lib	journalist	1319	52.22	1	4
0	Ontario	ELGIN WEST	1878-09-17	MUNRO, M.G.	Unknown		1207	47.78	0	4
445	Ontario	ESSEX	1878-09-17	PATTERSON, J.C.	Cons.	lawyer	2596	52.54	1	4
357	Ontario	ESSEX	1878-09-17	MCGREGOR, William	Lib	banker	2318	46.91	0	4
0	Ontario	ESSEX	1878-09-17	MORGAN, J.H.	Unknown		27	0.55	0	4
245	Ontario	FRONTENAC	1878-09-17	KIRKPATRICK, G.A.	Cons.	lawyer	958	86.85	1	4
0	Ontario	FRONTENAC	1878-09-17	FERRIS, J.V.	Unknown		145	13.15	0	4
446	Ontario	GLENGARRY	1878-09-17	MCLENNAN, John	Lib.-Cons.	merchant	1330	51.17	1	4
447	Ontario	GLENGARRY	1878-09-17	MCNAB, A.	Unknown	railway company director	1269	48.83	0	4
448	Ontario	GRENVILLE SOUTH	1878-09-17	WISER, John Philip	Lib	distiller	1152	50.55	1	4
0	Ontario	GRENVILLE SOUTH	1878-09-17	DUMBRILLE, J.	Unknown		1127	49.45	0	4
449	Ontario	GREY EAST	1878-09-18	SPRAULE, Thomas Simpson	Cons.	physician	1664	59.49	1	4
0	Ontario	GREY EAST	1878-09-18	GIFFORD, A.	Unknown		1133	40.51	0	4
358	Ontario	GREY NORTH	1878-09-17	LANE, Samuel J.	Cons.	barrister	1607	53.55	1	4
64	Ontario	GREY NORTH	1878-09-17	SNIDER, Geo.	Lib	crown lands agent	1394	46.45	0	4
65	Ontario	GREY SOUTH	1878-09-17	JACKSON, George	Lib.-Cons.	crown lands agent	1163	51.8	1	4
248	Ontario	GREY SOUTH	1878-09-17	LANDERKIN, George	Lib	physician	1082	48.2	0	4
66	Ontario	HALDIMAND	1878-09-17	THOMPSON, David	Lib	merchant	1566	52.27	1	4
450	Ontario	HALDIMAND	1878-09-17	DAVIN,	Cons.	lawyer	1400	46.73	0	4
0	Ontario	HALDIMAND	1878-09-17	LESTER,	Unknown		30	1.0	0	4
78	Ontario	HALTON	1878-09-17	MCDOUGALL, William	Lib.-Cons.	lawyer	1708	50.26	1	4
451	Ontario	HALTON	1878-09-17	MCCRANEY, W.	Unknown		1690	49.74	0	4
452	Ontario	HAMILTON	1878-09-17	KILVERT, F.E.	Cons.	lawyer	2252	26.64	1	4
131	Ontario	HAMILTON	1878-09-17	ROBERTSON, Thos.	Lib	lawyer	2214	26.19	1	4
252	Ontario	HAMILTON	1878-09-17	IRVING,	Lib	lawyer	2005	23.72	0	4
359	Ontario	HAMILTON	1878-09-17	WOOD,	Lib	businessman	1981	23.44	0	4
253	Ontario	HASTINGS EAST	1878-09-17	WHITE, John	Cons.	machinist	1060	50.48	1	4
0	Ontario	HASTINGS EAST	1878-09-17	AYLSWORTH, W.R.	Unknown		1040	49.52	0	4
70	Ontario	HASTINGS NORTH	1878-09-17	BOWELL, Mackenzie	Cons.	editor	1249	55.34	1	4
0	Ontario	HASTINGS NORTH	1878-09-17	O'FLYNN, E.D.	Unknown	merchant	1008	44.66	0	4
71	Ontario	HASTINGS WEST	1878-09-17	BROWN, James	Cons.	businessman	1306	55.32	1	4
0	Ontario	HASTINGS WEST	1878-09-17	WALLBRIDGE,	Lib	lawyer	1055	44.68	0	4
254	Ontario	HURON CENTRE	1878-09-17	HORTON, Horace	Lib	insurance agent	1732	56.0	1	4
0	Ontario	HURON CENTRE	1878-09-17	PLATT, S.	Unknown		1361	44.0	0	4
255	Ontario	HURON NORTH	1878-09-17	FARROW, Thomas	Lib.-Cons.	school superintendent	1933	51.11	1	4
0	Ontario	HURON NORTH	1878-09-17	SLOAN,	Unknown	physician	1849	48.89	0	4
73	Ontario	HURON SOUTH	1878-09-17	CAMERON, M.C.	Lib	lawyer	1874	52.3	1	4
453	Ontario	HURON SOUTH	1878-09-17	PORTER,	Lib.-Cons.		1709	47.7	0	4
74	Ontario	KENT	1878-09-17	STEPHENSON, Rufus	Cons.	editor	2502	55.96	1	4
0	Ontario	KENT	1878-09-17	MCMAHON, H.	Unknown		1969	44.04	0	4
454	Ontario	KINGSTON	1878-09-17	GUNN, Alexander	Lib	wholesale grocer	991	53.74	1	4
75	Ontario	KINGSTON	1878-09-17	MACDONALD, Sir J.A.	Lib.-Cons.	lawyer	847	45.93	0	4
0	Ontario	KINGSTON	1878-09-17	STEWART, J.	Unknown		6	0.33	0	4
76	Ontario	LAMBTON	1878-09-17	MACKENZIE, Alexander	Lib	contractor	2707	51.39	1	4
0	Ontario	LAMBTON	1878-09-17	MACKENZIE, J.A.	Unknown		2561	48.61	0	4
259	Ontario	LANARK NORTH	1878-09-17	GALBRAITH, Daniel	Lib	farmer	992	51.11	1	4
455	Ontario	LANARK NORTH	1878-09-17	JAMIESON,	Cons.	lawyer	949	48.89	0	4
261	Ontario	LANARK SOUTH	1878-09-17	HAGGART, J. H.	Cons.	mill owner	1585	55.69	1	4
456	Ontario	LANARK SOUTH	1878-09-17	FROST,	Unknown		1261	44.31	0	4
360	Ontario	LEEDS NORTH AND GRENVILLE NORTH	1878-09-17	FERGUSON, Charles Frederick	Lib.-Cons.	physician	859	51.07	1	4
80	Ontario	LEEDS NORTH AND GRENVILLE NORTH	1878-09-17	JONES, F.	Cons.	civil engineer	823	48.93	0	4
361	Ontario	LEEDS SOUTH	1878-09-17	JONES, D.F.	Cons.	manufacturer	1904	51.64	1	4
0	Ontario	LEEDS SOUTH	1878-09-17	FREDENBURGH, W.H.	Unknown		1783	48.36	0	4
457	Ontario	LENNOX	1878-09-17	HOOPER, Edmund	Lib.-Cons.	merchant	1358	51.11	1	4
83	Ontario	LENNOX	1878-09-17	CARTWRIGHT, R.J.	Lib	businessman	1299	48.89	0	4
458	Ontario	LINCOLN	1878-09-17	RYKERT, John C.	Cons.	lawyer	1893	51.27	1	4
362	Ontario	LINCOLN	1878-09-17	NORRIS, J.	Lib	merchant	1799	48.73	0	4
85	Ontario	LONDON	1878-09-17	CARLING, John	Lib.-Cons.	brewer	1407	51.16	1	4
363	Ontario	LONDON	1878-09-17	WALKER, J.	Lib	manufacturer	1343	48.84	0	4
459	Ontario	MIDDLESEX EAST	1878-09-17	MACMILLAN, Duncan	Lib.-Cons.	lawyer	2428	51.01	1	4
45	Ontario	MIDDLESEX EAST	1878-09-17	GLASS, D.	Cons.	lawyer	2332	48.99	0	4
460	Ontario	MIDDLESEX NORTH	1878-09-17	COUGHLIN, Timothy	Lib.-Cons.	farmer	1629	50.12	1	4
461	Ontario	MIDDLESEX NORTH	1878-09-17	SCATCHERD, R.C.	Lib	lawyer	1621	49.88	0	4
263	Ontario	MIDDLESEX WEST	1878-09-17	ROSS, George William	Lib	schoolteacher	1635	50.74	1	4
0	Ontario	MIDDLESEX WEST	1878-09-17	CURRIE, N.	Unknown		1587	49.26	0	4
89	Ontario	MONCK	1878-09-17	MCCALLUM, Lachlin	Lib.-Cons.	shipbuilding contractor	1459	50.48	1	4
264	Ontario	MONCK	1878-09-17	EDGAR, J.D.	Lib	barrister	1431	49.52	0	4
265	Ontario	MUSKOKA	1878-09-17	COCKBURN, A.P.	Lib	merchant	1259	51.28	1	4
462	Ontario	MUSKOKA	1878-09-17	O'BRIEN, W.E.	Unknown		1196	48.72	0	4
463	Ontario	NIAGARA	1878-09-17	HUGHES, Patrick	Lib	merchant	312	50.16	1	4
364	Ontario	NIAGARA	1878-09-17	PLUMB, Josiah Burr	Cons.	bank manager	310	49.84	0	4
266	Ontario	NORFOLK NORTH	1878-09-17	CHARLTON, John	Lib	businessman	1492	52.54	1	4
92	Ontario	NORFOLK NORTH	1878-09-17	WALSH, Ag.	Cons.	civil engineer	1348	47.46	0	4
267	Ontario	NORFOLK SOUTH	1878-09-17	WALLACE, William	Cons.	journalist	1327	50.32	1	4
464	Ontario	NORFOLK SOUTH	1878-09-17	ALLAN, H.W.	Unknown	merchant	1310	49.68	0	4
94	Ontario	NORTHUMBERLAND EAST	1878-09-17	KEELER, Joseph	Lib.-Cons.	grain and lumber dealer	1799	50.89	1	4
268	Ontario	NORTHUMBERLAND EAST	1878-09-17	BIGGAR, J.L.	I Lib	general merchant	1736	49.11	0	4
95	Ontario	NORTHUMBERLAND WEST	1878-09-17	COCKBURN, James	Cons.	lawyer	1315	51.73	1	4
367	Ontario	NORTHUMBERLAND WEST	1878-09-17	KERR, W.	Lib	lawyer	1227	48.27	0	4
465	Ontario	ONTARIO NORTH	1878-09-17	WHELER, George	Lib	mill proprietor	2215	50.62	1	4
269	Ontario	ONTARIO NORTH	1878-09-17	GIBBS, W.H.	Cons.	manufacturer	2161	49.38	0	4
466	Ontario	ONTARIO SOUTH	1878-09-17	GLEN, F.W.	Lib	manufacturer	1867	52.92	1	4
98	Ontario	ONTARIO SOUTH	1878-09-17	GIBBS, T.H.	Lib.-Cons.	manufacturer	1661	47.08	0	4
100	Ontario	OTTAWA (CITY OF)	1878-09-17	CURRIER, Jos. Merrill	Lib.-Cons.	lumberman	1854	29.93	1	4
467	Ontario	OTTAWA (CITY OF)	1878-09-17	TASSE, Joseph	Cons.	journalist	1748	28.22	1	4
0	Ontario	OTTAWA (CITY OF)	1878-09-17	ST. JEAN, Pierre	Lib	physician	1353	21.84	0	4
0	Ontario	OTTAWA (CITY OF)	1878-09-17	BANGS, C.W.	Unknown		1239	20.0	0	4
101	Ontario	OXFORD NORTH	1878-09-17	OLIVER, Thomas	Lib	teacher	1706	68.0	1	4
0	Ontario	OXFORD NORTH	1878-09-17	WOOD,	Unknown		803	32.0	0	4
468	Ontario	OXFORD SOUTH	1878-09-17	SKINNER, James A.	Lib	farmer	1915	55.2	1	4
0	Ontario	OXFORD SOUTH	1878-09-17	GIBSON, Jos.	Unknown		1554	44.8	0	4
469	Ontario	PEEL	1878-09-17	ELLIOTT, Wm.	Cons.	farmer	1414	51.62	1	4
271	Ontario	PEEL	1878-09-17	SMITH, R.	Lib	farmer	1325	48.38	0	4
470	Ontario	PERTH NORTH	1878-09-17	HESSON, Samuel Rollin	Cons.	merchant	2533	50.83	1	4
0	Ontario	PERTH NORTH	1878-09-17	FISHER, J.	Ind.		2450	49.17	0	4
272	Ontario	PERTH SOUTH	1878-09-17	TROW, James	Lib	banker	1796	51.1	1	4
0	Ontario	PERTH SOUTH	1878-09-17	HORNIBROOK, E.	Unknown		1719	48.9	0	4
471	Ontario	PETERBOROUGH EAST	1878-09-17	BURNHAM, J.	Cons.	lawyer	1262	50.52	1	4
0	Ontario	PETERBOROUGH EAST	1878-09-17	BUCK, T.	Unknown		1236	49.48	0	4
472	Ontario	PETERBOROUGH WEST	1878-09-17	HILLIARD, George	Lib.-Cons.	lumber merchant	1071	55.06	1	4
273	Ontario	PETERBOROUGH WEST	1878-09-17	BERTRAM, J.	Lib	businessman	874	44.94	0	4
473	Ontario	PRESCOTT	1878-09-17	ROUTHIER, Felix	Cons.	manufacturer	875	36.37	1	4
109	Ontario	PRESCOTT	1878-09-17	HAGAR, Albert	Lib	merchant	870	36.16	0	4
0	Ontario	PRESCOTT	1878-09-17	URQUHART, Angus	Unknown		661	27.47	0	4
111	Ontario	PRINCE EDWARD	1878-09-17	MCCUAIG, James Simeon	Cons.	businessman	1991	53.93	1	4
474	Ontario	PRINCE EDWARD	1878-09-17	PLATT,	Lib	physician	1701	46.07	0	4
276	Ontario	RENFREW NORTH	1878-09-17	WHITE, Peter	Cons.	merchant	1273	58.05	1	4
275	Ontario	RENFREW NORTH	1878-09-17	FINDLAY, James	Unknown		920	41.95	0	4
374	Ontario	RENFREW SOUTH	1878-09-17	BANNERMAN, William	Cons.	businessman	962	56.59	1	4
475	Ontario	RENFREW SOUTH	1878-09-17	CAMPBELL, R.	Unknown		738	43.41	0	4
60	Ontario	RUSSELL	1878-09-17	O'CONNOR, John	Cons.	lawyer	1612	59.51	1	4
0	Ontario	RUSSELL	1878-09-17	MORGAN, Ira	Unknown	warden	1097	40.49	0	4
280	Ontario	SIMCOE NORTH	1878-09-17	MCCARTHY, Dalton	Cons.	lawyer	2943	50.43	1	4
279	Ontario	SIMCOE NORTH	1878-09-17	COOK, H.	Lib	businessman	2893	49.57	0	4
117	Ontario	SIMCOE SOUTH	1878-09-17	LITTLE, William Carruthers	Lib.-Cons.	farmer	1137	62.1	1	4
0	Ontario	SIMCOE SOUTH	1878-09-17	FLETCHER, Geo.	Unknown		694	37.9	0	4
476	Ontario	STORMONT	1878-09-17	FULTON, Oscar	Lib.-Cons.	merchant	1082	55.01	1	4
281	Ontario	STORMONT	1878-09-17	ARCHIBALD, C.	Lib	paymaster	885	44.99	0	4
477	Ontario	TORONTO CENTRE	1878-09-17	HAY, Robert	Lib.-Cons.	manufacturer	1631	58.84	1	4
478	Ontario	TORONTO CENTRE	1878-09-17	MACDONALD, J.	I Lib	businessman	1141	41.16	0	4
479	Ontario	TORONTO EAST	1878-09-17	PLATT, Samuel	Ind.	brewer	1743	62.36	1	4
0	Ontario	TORONTO EAST	1878-09-17	GALLEY, Ed	Unknown		1052	37.64	0	4
121	Ontario	VICTORIA NORTH	1878-09-17	CAMERON, Hector	Cons.	lawyer	917	55.31	1	4
0	Ontario	VICTORIA NORTH	1878-09-17	MCLENNAN, J.	Lib	lawyer	741	44.69	0	4
378	Ontario	VICTORIA SOUTH	1878-09-17	MCQUADE, Arthur	Cons.	farmer	1705	57.1	1	4
0	Ontario	VICTORIA SOUTH	1878-09-17	CONNOLLY, J.	Unknown		1281	42.9	0	4
480	Ontario	WATERLOO NORTH	1878-09-17	KRANZ, Hugo	Cons.		1412	52.47	1	4
123	Ontario	WATERLOO NORTH	1878-09-17	BOWMAN, I.E.	Lib	businessman	1279	47.53	0	4
481	Ontario	WATERLOO SOUTH	1878-09-17	MERNER, Samuel	Cons.	blacksmith	1468	50.76	1	4
124	Ontario	WATERLOO SOUTH	1878-09-17	YOUNG, Jas.	Lib	journalist	1424	49.24	0	4
482	Ontario	WELLAND	1878-09-17	BUNTING, Christopher William	Lib.-Cons.	newspaper owner	1926	51.55	1	4
0	Ontario	WELLAND	1878-09-17	EDWIN, H.	Unknown		1810	48.45	0	4
287	Ontario	WELLINGTON CENTRE	1878-09-17	ORTON, George Turner	Lib.-Cons.	physician	1683	50.09	1	4
0	Ontario	WELLINGTON CENTRE	1878-09-17	ROBINSON, J.	Unknown		1677	49.91	0	4
127	Ontario	WELLINGTON NORTH	1878-09-17	DREW, Geo. A.	Lib.-Cons.	lawyer	1713	51.63	1	4
288	Ontario	WELLINGTON NORTH	1878-09-17	HIGINBOTHAM, N.	Lib	druggist	1605	48.37	0	4
483	Ontario	WELLINGTON SOUTH	1878-09-17	GUTHRIE, Donald	Lib	lawyer	1832	54.51	1	4
0	Ontario	WELLINGTON SOUTH	1878-09-17	GOLDIE, J.	Unknown		1529	45.49	0	4
289	Ontario	WENTWORTH NORTH	1878-09-17	BAIN, Thomas	Lib	farmer	1343	52.05	1	4
0	Ontario	WENTWORTH NORTH	1878-09-17	STOCK, Thos.	Unknown		1237	47.95	0	4
130	Ontario	WENTWORTH SOUTH	1878-09-17	RYMAL, Joseph	Lib	farmer	1169	51.63	1	4
484	Ontario	WENTWORTH SOUTH	1878-09-17	CARPENTER, F.M.	Unknown		1095	48.37	0	4
235	Ontario	WEST TORONTO	1878-09-17	ROBINSON, John B.	Cons.	barrister	2165	58.62	1	4
0	Ontario	WEST TORONTO	1878-09-17	HODGINS, J.	Unknown		1528	41.38	0	4
485	Ontario	YORK EAST	1878-09-17	BOULTBEE, Alfred	Cons.	lawyer	1526	51.11	1	4
133	Ontario	YORK EAST	1878-09-17	METCALFE,	Lib	builder	1460	48.89	0	4
486	Ontario	YORK NORTH	1878-09-17	STRANGE, F.W.	Lib.-Cons.	physician	1792	50.2	1	4
380	Ontario	YORK NORTH	1878-09-17	DYMOND,	Lib	writer	1778	49.8	0	4
381	Ontario	YORK WEST	1878-09-17	WALLACE, Nathaniel C.	Cons.	miller	1326	54.12	1	4
136	Ontario	YORK WEST	1878-09-17	BLAIN, D.	Lib	lawyer	1124	45.88	0	4
384	Prince Edward Island	KING'S COUNTY	1878-09-17	MACDONALD, Augustine C.	Lib.-Cons.	merchant	2264	31.93	1	4
487	Prince Edward Island	KING'S COUNTY	1878-09-17	MUTTART, Ephraim B.	Cons.	physician	2077	29.29	1	4
383	Prince Edward Island	KING'S COUNTY	1878-09-17	MCINTYRE, P.A.	Lib	physician	1499	21.14	0	4
0	Prince Edward Island	KING'S COUNTY	1878-09-17	MCFAYDEN, M.	Unknown		1251	17.64	0	4
385	Prince Edward Island	PRINCE COUNTY	1878-09-17	YEO, James	Lib	merchant shipbuilder	1716	26.53	1	4
488	Prince Edward Island	PRINCE COUNTY	1878-09-17	HACKETT, Ed.	Lib.-Cons.	merchant	1655	25.59	1	4
0	Prince Edward Island	PRINCE COUNTY	1878-09-17	HOWATT, C.	Unknown		1605	24.82	0	4
386	Prince Edward Island	PRINCE COUNTY	1878-09-17	PERRY, S.F.	Lib	farmer	1491	23.06	0	4
489	Prince Edward Island	QUEEN'S COUNTY	1878-09-17	POPE, James Colledge	Cons.	merchant	3275	29.66	1	4
490	Prince Edward Island	QUEEN'S COUNTY	1878-09-17	BRECKEN, Frederick de Sainte-Croix	Cons.	lawyer	3102	28.1	1	4
388	Prince Edward Island	QUEEN'S COUNTY	1878-09-17	SINCLAIR,	Lib	farmer	2392	21.66	0	4
0	Prince Edward Island	QUEEN'S COUNTY	1878-09-17	MCGILL,	Unknown		2272	20.58	0	4
491	Quebec	ARGENTEUIL	1878-09-17	CHRISTIE, Thomas	Lib	physician	919	52.54	1	4
137	Quebec	ARGENTEUIL	1878-09-17	ABBOTT, J.C.	Lib.-Cons.	lawyer	830	47.46	0	4
390	Quebec	BAGOT	1878-09-17	MOUSSEAU, J.A.	Cons.	lawyer	1387	53.08	1	4
0	Quebec	BAGOT	1878-09-17	CHAGNON,	Ind.		1226	46.92	0	4
492	Quebec	BEAUCE	1878-09-17	BOLDUC, Joseph	Cons.	railway director	1523	79.16	1	4
0	Quebec	BEAUCE	1878-09-17	LESARD, Geo.	Unknown		401	20.84	0	4
140	Quebec	BEAUHARNOIS	1878-09-17	CAYLEY, Michael	Cons.	lawyer	879	89.15	1	4
0	Quebec	BEAUHARNOIS	1878-09-17	VALOIS, M.F.W.	Unknown		107	10.85	0	4
493	Quebec	BELLECHASSE	1878-09-17	LARUE, Achille	Lib	lawyer	1042	51.28	1	4
494	Quebec	BELLECHASSE	1878-09-17	AMYOT, G.	Cons.	lawyer	990	48.72	0	4
293	Quebec	BERTHIER	1878-09-17	CUTHBERT, E.O.	Cons.	owner of Seigniory of Berthier	1134	55.34	1	4
0	Quebec	BERTHIER	1878-09-17	BELIVEAU, P.	Unknown		915	44.66	0	4
143	Quebec	BONAVENTURE	1878-09-17	ROBITAILLE, T.	Cons.	physician	1014	55.14	1	4
0	Quebec	BONAVENTURE	1878-09-17	CLAPPERTON, W.H.	Unknown		825	44.86	0	4
495	Quebec	BROME	1878-09-17	CHANDLER, E.L.	Lib	merchant	1272	56.21	1	4
0	Quebec	BROME	1878-09-17	FOSTER, S.L.	Unknown		991	43.79	0	4
145	Quebec	CHAMBLY	1878-09-17	BENOIT, P.B.	Cons.	farmer	887	51.27	1	4
0	Quebec	CHAMBLY	1878-09-17	WILLETT, L.T.	Unknown		843	48.73	0	4
393	Quebec	CHAMPLAIN	1878-09-17	MONTPLAISIR, Hippolyte	Lib.-Cons.	farmer	1673	76.05	1	4
0	Quebec	CHAMPLAIN	1878-09-17	FUGERE, N.	Unknown		527	23.95	0	4
149	Quebec	CHARLEVOIX	1878-09-17	TREMBLAY, P.A.	Lib	land surveyor	1052	52.92	1	4
496	Quebec	CHARLEVOIX	1878-09-17	PERRAULT, J.S.	Unknown	lawyer	936	47.08	0	4
148	Quebec	CHATEAUGUAY	1878-09-17	HOLTON, L.H.	Lib	merchant	936	55.29	1	4
0	Quebec	CHATEAUGUAY	1878-09-17	SEERS, L.A.	Unknown		757	44.71	0	4
394	Quebec	CHICOUTIMI--SAGUENAY	1878-09-17	CIMON, Ernest	Cons.	lawyer	1453	55.65	1	4
296	Quebec	CHICOUTIMI--SAGUENAY	1878-09-17	GAGNE, J.A.	Cons.	lawyer	1158	44.35	0	4
150	Quebec	COMPTON	1878-09-17	POPE, J.H.	Lib.-Cons.	investor and promoter	1464	64.78	1	4
0	Quebec	COMPTON	1878-09-17	LEONARD, H.	Unknown		796	35.22	0	4
395	Quebec	DORCHESTER	1878-09-17	ROULEAU, Fortunat	Lib.-Cons.	lawyer	1081	74.91	1	4
0	Quebec	DORCHESTER	1878-09-17	MARCEAU, H.	Unknown		362	25.09	0	4
497	Quebec	DRUMMOND--ARTHABASKA	1878-09-17	BOURBEAU, Desire Olivier	Cons.	merchant	2143	51.96	1	4
0	Quebec	DRUMMOND--ARTHABASKA	1878-09-17	RAINVILLE, L.	Unknown		1981	48.04	0	4
153	Quebec	GASPE	1878-09-17	FORTIN, Pierre	Cons.	physician	913	88.73	1	4
0	Quebec	GASPE	1878-09-17	LEBOUTHILLIER, B.	Unknown		116	11.27	0	4
398	Quebec	HOCHELAGA	1878-09-17	DESJARDINS, Alphonse	Cons.	lawyer	3039	56.48	1	4
498	Quebec	HOCHELAGA	1878-09-17	DAVID, L.O.	Unknown		2342	43.52	0	4
299	Quebec	HUNTINGDON	1878-09-17	SCRIVER, Julius	Lib	mill and tannery owner	-1	100.0	1	4
156	Quebec	IBERVILLE	1878-09-17	BECHARD, Francois	Lib	farmer	929	57.03	1	4
0	Quebec	IBERVILLE	1878-09-17	THIBEAULT, Ch.	Unknown		700	42.97	0	4
301	Quebec	JACQUES CARTIER	1878-09-17	GIROUARD, D.	Cons.	lawyer	1010	50.05	1	4
300	Quebec	JACQUES CARTIER	1878-09-17	LAFLAMME, R.	Lib	lawyer	1008	49.95	0	4
159	Quebec	JOLIETTE	1878-09-17	BABY, Louis Francois George	Cons.	lawyer	1264	58.28	1	4
158	Quebec	JOLIETTE	1878-09-17	GODIN, F.B.	Lib	lawyer	905	41.72	0	4
499	Quebec	KAMOURASKA	1878-09-17	DUMONT, Joseph	Lib	soldier	1254	50.18	1	4
500	Quebec	KAMOURASKA	1878-09-17	ROY, C.F.	Cons.	civil engineer	1245	49.82	0	4
160	Quebec	LAPRAIRIE	1878-09-17	PINSONNEAULT, Alfred	Cons.	farmer	661	52.38	1	4
0	Quebec	LAPRAIRIE	1878-09-17	LONGTIN, T.A.	Unknown		601	47.62	0	4
399	Quebec	L'ASSOMPTION	1878-09-17	HURTEAU, H.	Lib.-Cons.	notary	1021	54.51	1	4
0	Quebec	L'ASSOMPTION	1878-09-17	FOREST, L.	Unknown		852	45.49	0	4
400	Quebec	LAVAL	1878-09-17	OUIMET, Joseph-Alderic	Lib.-Cons.	lawyer	-1	100.0	1	4
163	Quebec	LEVIS	1878-09-17	BLANCHET, J.G.	Lib.-Cons.	physician	2144	51.41	1	4
303	Quebec	LEVIS	1878-09-17	FRECHETTE, L.	Lib	writer	2026	48.59	0	4
304	Quebec	L'ISLET	1878-09-17	CASGRAIN, P.B.	Lib	lawyer	687	52.24	1	4
0	Quebec	L'ISLET	1878-09-17	FOURNIER,	Unknown		628	47.76	0	4
501	Quebec	LOTBINIERE	1878-09-17	RINFRET, Come-Isaie	Lib	physician	1083	52.7	1	4
0	Quebec	LOTBINIERE	1878-09-17	COTE, L.A.	Unknown		972	47.3	0	4
502	Quebec	MASKINONGE	1878-09-17	HOUDE, Frederic	Na Con	journalist	838	59.31	1	4
0	Quebec	MASKINONGE	1878-09-17	DESAULNIERS,	Cons.	lawyer	296	20.95	0	4
0	Quebec	MASKINONGE	1878-09-17	YALE,	Unknown		279	19.75	0	4
503	Quebec	MEGANTIC	1878-09-17	OLIVIER, Louis-Ephrem	Lib	physician	1191	57.48	1	4
0	Quebec	MEGANTIC	1878-09-17	TURGEON, Jos E.	Unknown		881	42.52	0	4
307	Quebec	MISSISQUOI	1878-09-17	BAKER, George B.	Lib.-Cons.	lawyer	1355	52.85	1	4
504	Quebec	MISSISQUOI	1878-09-17	CLAYES, Geo.	Lib	merchant	1209	47.15	0	4
308	Quebec	MONTCALM	1878-09-17	DUGAS, Firmin	Cons.	miller	698	49.93	1	4
0	Quebec	MONTCALM	1878-09-17	FOREST, N.	Unknown		374	26.75	0	4
0	Quebec	MONTCALM	1878-09-17	DESLONGCHAMP, I.B.	Unknown		240	17.17	0	4
0	Quebec	MONTCALM	1878-09-17	BROUILLET, V.J.E.	Unknown		86	6.15	0	4
505	Quebec	MONTMAGNY	1878-09-17	LANDRY, Auguste-C.P.R.	Cons.	farmer	784	51.24	1	4
506	Quebec	MONTMAGNY	1878-09-17	CARBONNEAU, O.	Unknown		746	48.76	0	4
507	Quebec	MONTMORENCY	1878-09-17	VALIN, Pierre-Vincent	Cons.	businessman	831	57.87	1	4
0	Quebec	MONTMORENCY	1878-09-17	LANGELIER, J.	Unknown		605	42.13	0	4
311	Quebec	MONTREAL CENTRE	1878-09-17	RYAN, M.P.	Lib.-Cons.	merchant	2624	58.72	1	4
175	Quebec	MONTREAL CENTRE	1878-09-17	DEVLIN, B.	Lib	lawyer	1845	41.28	0	4
508	Quebec	MONTREAL EAST	1878-09-17	COURSOL, Charles Joseph	Cons.	lawyer	4626	58.85	1	4
0	Quebec	MONTREAL EAST	1878-09-17	ARCHAMBEAULT, F.X.	Unknown		3234	41.15	0	4
509	Quebec	MONTREAL WEST	1878-09-17	GAULT, Matthew Hamilton	Cons.	insurance agent	3334	67.2	1	4
0	Quebec	MONTREAL WEST	1878-09-17	DARLING, Wm.	Unknown		1627	32.8	0	4
176	Quebec	NAPIERVILLE	1878-09-17	COUPAL, DIT LA REINE, Sixte	Lib	farmer	749	54.83	1	4
0	Quebec	NAPIERVILLE	1878-09-17	BUREAU, J.E.	Unknown		617	45.17	0	4
510	Quebec	NICOLET	1878-09-17	METHOT, Francois Xavier Ovide	I Con		1759	63.34	1	4
511	Quebec	NICOLET	1878-09-17	TURCOTTE, G.A.	Lib		1018	36.66	0	4
178	Quebec	OTTAWA (COUNTY OF)	1878-09-17	WRIGHT, Alonzo	Lib.-Cons.	farmer	3025	68.59	1	4
