"ID","Name","Party","Date","Electorate","Incumbent","TermsServed","CabinetNow","CabinetEver","CabinetImportant","CabinetPM","Votes","Elected","ElectedList","ElectedElectorate","LastVotes","ListPosition","LastListPosition"
5077,"WILKINSON, Steven","I","2002-07-27","West Coast-Tasman",0,0,0,0,0,0,227,0,0,0,0,0,0
5078,"HITCHENS, Dick","Alliance","2002-07-27","West Coast-Tasman",0,0,0,0,0,0,208,0,0,0,0,0,0
5079,"TERRY, Robert Frank","ANYIPP","2002-07-27","West Coast-Tasman",0,0,0,0,0,0,136,0,0,0,0,0,0
3202,"PETTIS, Jill","Labour","2002-07-27","Whanganui",1,3,0,0,0,0,14135,1,0,1,12834,27,24
4707,"BORROWS, Chester","National","2002-07-27","Whanganui",0,0,0,0,0,0,12065,0,0,0,9679,36,45
5080,"RUSSELL, Peter","GP","2002-07-27","Whanganui",0,0,0,0,0,0,1362,0,0,0,0,0,0
5081,"BONIFACE, Desiree","CHP","2002-07-27","Whanganui",0,0,0,0,0,0,1055,0,0,0,0,0,0
5082,"COLLIER, Chris","UFNZ","2002-07-27","Whanganui",0,0,0,0,0,0,729,0,0,0,0,55,0
5083,"PARR, Bruce R","Progressive","2002-07-27","Whanganui",0,0,0,0,0,0,564,0,0,0,0,17,0
5084,"BROUGHAM, Ian Wallace","NZER","2002-07-27","Whanganui",0,0,0,0,0,0,300,0,0,0,0,0,0
5085,"WILSON, Kerry","Alliance","2002-07-27","Whanganui",0,0,0,0,0,0,276,0,0,0,0,0,0
4713,"HEATLEY, Phil","National","2002-07-27","Whangarei",1,1,0,0,0,0,13829,1,0,1,10713,31,42
5086,"SHEARER, David","Labour","2002-07-27","Whangarei",0,0,0,0,0,0,10615,0,0,0,0,45,0
3734,"DONNELLY, Brian","NZF","2002-07-27","Whangarei",1,2,0,0,0,0,3774,1,1,0,5762,3,3
4199,"NEWMAN, Muriel","ACT","2002-07-27","Whangarei",1,2,0,0,0,0,1297,1,1,0,2108,3,7
5087,"GREEN, Calvin","GP","2002-07-27","Whangarei",0,0,0,0,0,0,1180,0,0,0,0,28,0
4717,"HARRIS, Rod","CHP","2002-07-27","Whangarei",0,0,0,0,0,0,521,0,0,0,947,0,0
4203,"PHILLIPS, Gray","UFNZ","2002-07-27","Whangarei",0,0,0,0,0,0,268,0,0,0,42,54,0
4715,"CUTFORTH, Tricia","Alliance","2002-07-27","Whangarei",0,0,0,0,0,0,239,0,0,0,3138,0,19
5088,"WILSON, David Angus","Progressive","2002-07-27","Whangarei",0,0,0,0,0,0,156,0,0,0,0,12,0
5089,"HUGHES, Helen","LIB","2002-07-27","Whangarei",0,0,0,0,0,0,97,0,0,0,0,0,0
2371,"ANDERTON, Jim","Progressive","2002-07-27","Wigram",1,6,1,1,1,0,11206,1,0,1,16940,1,1
4721,"MORA, Mike","Labour","2002-07-27","Wigram",0,0,0,0,0,0,8030,0,0,0,5968,67,0
5090,"NEILL, Alec","National","2002-07-27","Wigram",0,0,0,0,0,0,6560,0,0,0,0,22,0
5091,"DE SPA, Paul","GP","2002-07-27","Wigram",0,0,0,0,0,0,1681,0,0,0,0,38,0
5092,"KUBALA, Andrew","UFNZ","2002-07-27","Wigram",0,0,0,0,0,0,1376,0,0,0,0,10,0
5093,"MARSHALL, Shirley","ACT","2002-07-27","Wigram",0,0,0,0,0,0,685,0,0,0,0,30,0
5094,"ANDERSON, BJ","PCPC","2002-07-27","Wigram",0,0,0,0,0,0,657,0,0,0,0,0,0
5095,"GOURLEY, Sean","Alliance","2002-07-27","Wigram",0,0,0,0,0,0,581,0,0,0,0,0,0
5096,"DEJONG, Stephen","CHP","2002-07-27","Wigram",0,0,0,0,0,0,576,0,0,0,0,0,0
4213,"HANSEN, Michael","NZEE","2002-07-27","Wigram",0,0,0,0,0,0,55,0,0,0,23,0,0
5031,"TURIA, Tariana","Maori","2004-07-20","Te Tai Hauauru",1,1,0,0,0,0,7256,1,0,1,10002,0,0
5097,"MIHAKA, Dun","ALCP","2004-07-20","Te Tai Hauauru",0,0,0,0,0,0,197,0,0,0,0,0,0
5098,"NEPIA, Tahu","I","2004-07-20","Te Tai Hauauru",0,0,0,0,0,0,183,0,0,0,0,0,0
5099,"WAKEMAN, Peter","I","2004-07-20","Te Tai Hauauru",0,0,0,0,0,0,80,0,0,0,0,0,0
5100,"BOLTON, David John","I","2004-07-20","Te Tai Hauauru",0,0,0,0,0,0,70,0,0,0,0,0,0
4456,"KANE, Rusty","I","2004-07-20","Te Tai Hauauru",0,0,0,0,0,0,38,0,0,0,446,0,0
5101,"GOODHEW, Jo","National","2005-09-17","Aoraki",0,0,0,0,0,0,18252,1,0,1,0,31,0
3664,"SUTTON, Jim","Labour","2005-09-17","Aoraki",1,4,1,1,0,0,11315,1,1,0,16316,11,8
5102,"ELSEN, Kate","GP","2005-09-17","Aoraki",0,0,0,0,0,0,2038,0,0,0,0,40,0
5103,"LUNDY, Kerry","NZF","2005-09-17","Aoraki",0,0,0,0,0,0,1203,0,0,0,0,0,0
5104,"ROGERS, Mark","UFNZ","2005-09-17","Aoraki",0,0,0,0,0,0,340,0,0,0,0,0,0
5105,"MAIN, Claire","Progressive","2005-09-17","Aoraki",0,0,0,0,0,0,320,0,0,0,0,36,0
4728,"MURRAY, Kevin","ACT","2005-09-17","Aoraki",0,0,0,0,0,0,215,0,0,0,579,24,0
5106,"SULLIVAN, John","DDP","2005-09-17","Aoraki",0,0,0,0,0,0,99,0,0,0,0,0,0
310,"TIZARD, Judith","Labour","2005-09-17","Auckland Central",1,14,0,1,0,0,15794,1,0,1,13298,18,21
4730,"WONG, Pansy","National","2005-09-17","Auckland Central",1,1,0,0,0,0,11910,1,1,0,8093,20,10
4241,"TANCZOS, Nandor","GP","2005-09-17","Auckland Central",1,2,0,0,0,0,5327,0,0,0,6212,7,4
5107,"BARAGWANATH, Susan","NZF","2005-09-17","Auckland Central",0,0,0,0,0,0,996,0,0,0,0,8,0
5108,"SIMPSON, Helen","ACT","2005-09-17","Auckland Central",0,0,0,0,0,0,559,0,0,0,0,38,0
4731,"TAYLOR, Steve","UFNZ","2005-09-17","Auckland Central",0,0,0,0,0,0,461,0,0,0,770,16,29
5109,"YATES, Bronwyn","Maori","2005-09-17","Auckland Central",0,0,0,0,0,0,330,0,0,0,0,14,0
5110,"TOWNSEND, Petronella","Progressive","2005-09-17","Auckland Central",0,0,0,0,0,0,266,0,0,0,0,49,0
5111,"VINCENT, Maureen","DNZ","2005-09-17","Auckland Central",0,0,0,0,0,0,150,0,0,0,0,0,0
5112,"FORDE, Thomas","I","2005-09-17","Auckland Central",0,0,0,0,0,0,91,0,0,0,0,0,0
5113,"RUPA, Dilip","DDP","2005-09-17","Auckland Central",0,0,0,0,0,0,69,0,0,0,0,0,0
5114,"CANDY, Alan Field","NZRP","2005-09-17","Auckland Central",0,0,0,0,0,0,32,0,0,0,0,0,0
3437,"DYSON, Ruth","Labour","2005-09-17","Banks Peninsula",1,4,1,1,0,0,17639,1,0,1,16233,14,22
3745,"CARTER, David","National","2005-09-17","Banks Peninsula",1,4,0,0,0,0,15716,1,1,0,12176,8,4
3778,"DONALD, Rod","GP","2005-09-17","Banks Peninsula",1,3,0,0,0,0,4542,1,1,0,4223,2,2
5115,"LOOMES, Robin","UFNZ","2005-09-17","Banks Peninsula",0,0,0,0,0,0,984,0,0,0,0,27,0
4737,"CLEARWATER, Phil","Progressive","2005-09-17","Banks Peninsula",0,0,0,0,0,0,898,0,0,0,646,14,11
5116,"MANN, Alex","ACT","2005-09-17","Banks Peninsula",0,0,0,0,0,0,346,0,0,0,0,48,0
5117,"McKENZIE, Andrew","Alliance","2005-09-17","Banks Peninsula",0,0,0,0,0,0,118,0,0,0,0,0,0
2792,"RYALL, Tony","National","2005-09-17","Bay of Plenty",1,5,0,0,0,0,20941,1,0,1,12975,6,8
5118,"SCOTT, Pauline","Labour","2005-09-17","Bay of Plenty",0,0,0,0,0,0,7357,0,0,0,0,0,0
3784,"BROWN, Peter","NZF","2005-09-17","Bay of Plenty",1,3,0,0,0,0,4903,1,1,0,7378,2,2
5119,"STEPHENS, Ian D","GP","2005-09-17","Bay of Plenty",0,0,0,0,0,0,1181,0,0,0,0,55,0
5120,"LEIGH, Jeff","UFNZ","2005-09-17","Bay of Plenty",0,0,0,0,0,0,707,0,0,0,0,56,0
5121,"MAXWELL, Roberta Ann","DNZ","2005-09-17","Bay of Plenty",0,0,0,0,0,0,317,0,0,0,0,0,0
5122,"PAUL, Te Orohi","Maori","2005-09-17","Bay of Plenty",0,0,0,0,0,0,314,0,0,0,0,13,0
5123,"STEWART-WARD, Ronnie","Progressive","2005-09-17","Bay of Plenty",0,0,0,0,0,0,217,0,0,0,0,24,0
5124,"ROBERSON, Mike","DDP","2005-09-17","Bay of Plenty",0,0,0,0,0,0,27,0,0,0,0,0,0
3792,"BARNETT, Tim","Labour","2005-09-17","Christchurch Central",1,3,0,0,0,0,17685,1,0,1,17190,0,0
4744,"WAGNER, Nicky","National","2005-09-17","Christchurch Central",0,0,0,0,0,0,9849,1,1,0,6837,28,37
5125,"CUTLER-WELSH, Natalie","GP","2005-09-17","Christchurch Central",0,0,0,0,0,0,2236,0,0,0,0,23,0
5126,"WOODS, Megan","Progressive","2005-09-17","Christchurch Central",0,0,0,0,0,0,1077,0,0,0,0,4,0
5127,"GARDENER, Kevin","NZF","2005-09-17","Christchurch Central",0,0,0,0,0,0,1022,0,0,0,0,39,0
5128,"van BUREN, John","UFNZ","2005-09-17","Christchurch Central",0,0,0,0,0,0,761,0,0,0,0,55,0
5093,"MARSHALL, Shirley","ACT","2005-09-17","Christchurch Central",0,0,0,0,0,0,340,0,0,0,685,57,30
5129,"BREACH, Anita","DNZ","2005-09-17","Christchurch Central",0,0,0,0,0,0,338,0,0,0,0,0,0
5130,"GREGORY, Daryl","Maori","2005-09-17","Christchurch Central",0,0,0,0,0,0,188,0,0,0,0,35,0
5131,"CLARK, Byron","ACAP","2005-09-17","Christchurch Central",0,0,0,0,0,0,90,0,0,0,0,0,0
5132,"VERMUNT, Annalucia","CL","2005-09-17","Christchurch Central",0,0,0,0,0,0,53,0,0,0,0,0,0
4267,"DALZIEL, Lianne","Labour","2005-09-17","Christchurch East",1,2,0,0,0,0,20969,1,0,1,19784,26,14
5133,"ROUND, David John","National","2005-09-17","Christchurch East",0,0,0,0,0,0,8996,0,0,0,0,56,0
4752,"McCAMMON, Mary","GP","2005-09-17","Christchurch East",0,0,0,0,0,0,1698,0,0,0,1557,48,56
5134,"WILSON, Dianne","UFNZ","2005-09-17","Christchurch East",0,0,0,0,0,0,1205,0,0,0,0,51,0
5135,"SILCOCK, Karen","Progressive","2005-09-17","Christchurch East",0,0,0,0,0,0,926,0,0,0,0,47,0
4640,"PETERS, John","ACT","2005-09-17","Christchurch East",0,0,0,0,0,0,401,0,0,0,841,0,32
5136,"O'CONNELL, Kevin Patrick","ALCP","2005-09-17","Christchurch East",0,0,0,0,0,0,299,0,0,0,0,0,0
4831,"BOYD, Lynda","Alliance","2005-09-17","Christchurch East",0,0,0,0,0,0,167,0,0,0,439,0,0
5137,"CHAPMAN, Kyle","DDP","2005-09-17","Christchurch East",0,0,0,0,0,0,63,0,0,0,0,0,0
4847,"HOPKINSON, Paul","ACAP","2005-09-17","Christchurch East",0,0,0,0,0,0,43,0,0,0,74,0,0
4757,"COLLINS, Judith","National","2005-09-17","Clevedon",1,1,0,0,0,0,21828,1,0,1,11627,12,48
4758,"HEREORA, David Murray","Labour","2005-09-17","Clevedon",1,1,0,0,0,0,8957,1,1,0,8500,39,38
4314,"CATCHPOLE, Brent","NZF","2005-09-17","Clevedon",1,1,0,0,0,0,2010,0,0,0,3655,14,13
5138,"BAYLISS, Steve","GP","2005-09-17","Clevedon",0,0,0,0,0,0,1424,0,0,0,0,32,0
5139,"WALKER, John L","UFNZ","2005-09-17","Clevedon",0,0,0,0,0,0,882,0,0,0,0,21,0
5140,"OGILVIE, Iain","ACT","2005-09-17","Clevedon",0,0,0,0,0,0,500,0,0,0,0,0,0
5141,"HILL, Brenda","Progressive","2005-09-17","Clevedon",0,0,0,0,0,0,450,0,0,0,0,17,0
5142,"LEE, Mason Chet","DNZ","2005-09-17","Clevedon",0,0,0,0,0,0,390,0,0,0,0,0,0
5143,"KING, David Sinclair","Maori","2005-09-17","Clevedon",0,0,0,0,0,0,311,0,0,0,0,46,0
5144,"ENE-ULUGIA, Lale","NZFRP","2005-09-17","Clevedon",0,0,0,0,0,0,56,0,0,0,0,0,0
5145,"MARTINOVICH, Leanne","DDP","2005-09-17","Clevedon",0,0,0,0,0,0,42,0,0,0,0,0,0
3170,"ENGLISH, Bill","National","2005-09-17","Clutha-Southland",1,5,0,1,0,0,20020,1,0,1,16159,4,1
5146,"TALBOT, David","Labour","2005-09-17","Clutha-Southland",0,0,0,0,0,0,6988,0,0,0,0,62,0
4277,"MACKIE, Dave","NZF","2005-09-17","Clutha-Southland",0,0,0,0,0,0,999,0,0,0,1059,28,20
5147,"GUYTON, Robert","GP","2005-09-17","Clutha-Southland",0,0,0,0,0,0,808,0,0,0,0,43,0
4764,"LIETZE, Joy","UFNZ","2005-09-17","Clutha-Southland",0,0,0,0,0,0,701,0,0,0,742,13,53
5148,"FRASER, John Cameron","ACT","2005-09-17","Clutha-Southland",0,0,0,0,0,0,479,0,0,0,0,27,0
4282,"WEBBER, David","I","2005-09-17","Clutha-Southland",0,0,0,0,0,0,121,0,0,0,73,0,0
4768,"GOUDIE, Sandra","National","2005-09-17","Coromandel",1,1,0,0,0,0,19064,1,0,1,14706,26,42
4769,"PURNELL, Max","Labour","2005-09-17","Coromandel",0,0,0,0,0,0,8486,0,0,0,8748,51,44
3363,"FITZSIMONS, Jeanette","GP","2005-09-17","Coromandel",1,3,0,0,0,0,5554,1,1,0,7724,1,1
5149,"FOOTE, John","NZF","2005-09-17","Coromandel",0,0,0,0,0,0,1792,0,0,0,0,16,0
4770,"ROBERTSON, Lee","UFNZ","2005-09-17","Coromandel",0,0,0,0,0,0,385,0,0,0,1113,0,37
4772,"ANDERSON, Annette","Progressive","2005-09-17","Coromandel",0,0,0,0,0,0,280,0,0,0,367,28,21
5150,"JOHNSTON, Peter Tiki","DNZ","2005-09-17","Coromandel",0,0,0,0,0,0,274,0,0,0,0,0,0
5151,"BASSETT, Ray","ACT","2005-09-17","Coromandel",0,0,0,0,0,0,172,0,0,0,0,54,0
2781,"HODGSON, Pete","Labour","2005-09-17","Dunedin North",1,5,0,0,0,0,17769,1,0,1,17573,12,13
4285,"RICH, Katherine","National","2005-09-17","Dunedin North",1,2,0,0,0,0,10139,1,1,0,6936,10,14
5152,"JAMIESON, Philippa","GP","2005-09-17","Dunedin North",0,0,0,0,0,0,2405,0,0,0,0,45,0
5153,"PETERS, Mark","UFNZ","2005-09-17","Dunedin North",0,0,0,0,0,0,652,0,0,0,0,41,0
5154,"BAKER-SHERMAN, Jason","ALCP","2005-09-17","Dunedin North",0,0,0,0,0,0,498,0,0,0,0,0,0
5155,"BOYACK, James","Progressive","2005-09-17","Dunedin North",0,0,0,0,0,0,330,0,0,0,0,31,0
5156,"BILLOT, Victor","Alliance","2005-09-17","Dunedin North",0,0,0,0,0,0,270,0,0,0,0,0,0
4301,"MARTIN, Willie","ACT","2005-09-17","Dunedin North",0,0,0,0,0,0,196,0,0,0,520,13,18
4295,"BENSON-POPE, David Henry","Labour","2005-09-17","Dunedin South",1,2,0,0,0,0,20033,1,0,1,20398,23,36
5157,"POWELL, Conway","National","2005-09-17","Dunedin South",0,0,0,0,0,0,9393,0,0,0,0,55,0
5158,"THOMLINSON, Peter","GP","2005-09-17","Dunedin South",0,0,0,0,0,0,2200,0,0,0,0,57,0
5159,"HEWARD, Alan","NZF","2005-09-17","Dunedin South",0,0,0,0,0,0,1145,0,0,0,0,18,0
5160,"MOFFAT, Pauline","UFNZ","2005-09-17","Dunedin South",0,0,0,0,0,0,795,0,0,0,0,0,0
5161,"VAUGHAN, Martin","Progressive","2005-09-17","Dunedin South",0,0,0,0,0,0,672,0,0,0,0,50,0
5162,"DAGLISH, Brent","DNZ","2005-09-17","Dunedin South",0,0,0,0,0,0,400,0,0,0,0,0,0
5163,"WILDEN, Alan","ACT","2005-09-17","Dunedin South",0,0,0,0,0,0,228,0,0,0,0,40,0
5164,"FORD, Chris","Alliance","2005-09-17","Dunedin South",0,0,0,0,0,0,189,0,0,0,0,0,0
5165,"WANSINK, Robert","RATC","2005-09-17","Dunedin South",0,0,0,0,0,0,91,0,0,0,0,0,0
4439,"TOLLEY, Anne","National","2005-09-17","East Coast",0,0,0,0,0,0,13666,1,0,1,10502,43,24
3339,"MACKEY, Moana Lynore","Labour","2005-09-17","East Coast",1,4,0,0,0,0,12447,1,1,0,14519,41,0
3786,"TURNER, Judy","UFNZ","2005-09-17","East Coast",1,1,0,0,0,0,1186,1,1,0,1573,2,7
4785,"DELAHUNTY, Catherine","GP","2005-09-17","East Coast",0,0,0,0,0,0,1104,0,0,0,1398,9,10
5166,"GLEN, Joe","NZF","2005-09-17","East Coast",0,0,0,0,0,0,1064,0,0,0,0,0,0
5167,"HARRE, John","Maori","2005-09-17","East Coast",0,0,0,0,0,0,589,0,0,0,0,27,0
5168,"SADLER, Bill","DNZ","2005-09-17","East Coast",0,0,0,0,0,0,446,0,0,0,0,0,0
2187,"McCULLY, Murray","National","2005-09-17","East Coast Bays",1,6,0,1,0,0,17213,1,0,1,12134,11,0
4227,"McCRACKEN, Hamish","Labour","2005-09-17","East Coast Bays",0,0,0,0,0,0,9927,0,0,0,10600,49,52
4788,"ADAMS, Paul","I","2005-09-17","East Coast Bays",1,1,0,0,0,0,5809,0,0,0,2872,0,8
4790,"ELLEY, Jeanette","GP","2005-09-17","East Coast Bays",0,0,0,0,0,0,1287,0,0,0,1688,19,42
5169,"MARTIN, Anne","NZF","2005-09-17","East Coast Bays",0,0,0,0,0,0,942,0,0,0,0,29,0
5170,"STONE, Andrew","ACT","2005-09-17","East Coast Bays",0,0,0,0,0,0,537,0,0,0,0,41,0
5171,"DROMGOOL, Steven","UFNZ","2005-09-17","East Coast Bays",0,0,0,0,0,0,405,0,0,0,0,39,0
5172,"BEAZLEY, Fiona","Progressive","2005-09-17","East Coast Bays",0,0,0,0,0,0,253,0,0,0,0,18,0
5173,"KAPA, Rahuia","Maori","2005-09-17","East Coast Bays",0,0,0,0,0,0,119,0,0,0,0,45,0
5174,"FAHY, Patrick","DDP","2005-09-17","East Coast Bays",0,0,0,0,0,0,73,0,0,0,0,0,0
5175,"STEEMSON, John","NZDSC","2005-09-17","East Coast Bays",0,0,0,0,0,0,39,0,0,0,0,0,0
3765,"HIDE, Rodney","ACT","2005-09-17","Epsom",1,3,0,0,0,0,15251,1,0,1,7059,1,2
4310,"WORTH, Richard","National","2005-09-17","Epsom",1,2,0,0,0,0,12149,1,1,0,13563,16,25
4795,"NASH, Stuart","Labour","2005-09-17","Epsom",0,0,0,0,0,0,6138,0,0,0,7944,60,62
4796,"LOCKE, Keith","GP","2005-09-17","Epsom",1,1,0,0,0,0,1513,1,1,0,1831,5,7
5176,"TUCK, Janet","UFNZ","2005-09-17","Epsom",0,0,0,0,0,0,340,0,0,0,0,8,0
5177,"ASHRAFI, Fatima","Progressive","2005-09-17","Epsom",0,0,0,0,0,0,149,0,0,0,0,9,0
5178,"GABB, Rod","DNZ","2005-09-17","Epsom",0,0,0,0,0,0,114,0,0,0,0,0,0
5179,"CHAN, Tin Yau","DDP","2005-09-17","Epsom",0,0,0,0,0,0,97,0,0,0,0,0,0
5180,"VAN DEN HEUVEL, Anthony Joseph","HR","2005-09-17","Epsom",0,0,0,0,0,0,34,0,0,0,0,0,0
5181,"BENNETT, David","National","2005-09-17","Hamilton East",0,0,0,0,0,0,18901,1,0,1,0,32,0
3346,"YATES, Dianne Fae","Labour","2005-09-17","Hamilton East",1,4,0,0,0,0,13603,1,1,0,12827,28,29
3354,"WOOLERTON, Doug","NZF","2005-09-17","Hamilton East",1,3,0,0,0,0,1411,1,1,0,2099,5,5
5182,"HOWARD, Daniel","GP","2005-09-17","Hamilton East",0,0,0,0,0,0,1334,0,0,0,0,44,0
5183,"ARCHER, Adam","UFNZ","2005-09-17","Hamilton East",0,0,0,0,0,0,547,0,0,0,0,47,0
3855,"MALLETT, Garry B","ACT","2005-09-17","Hamilton East",0,0,0,0,0,0,534,0,0,0,1304,59,0
5184,"BIASINY-TULE, Potaua","Maori","2005-09-17","Hamilton East",0,0,0,0,0,0,309,0,0,0,0,0,0
5185,"BANKS, Peter","Progressive","2005-09-17","Hamilton East",0,0,0,0,0,0,243,0,0,0,0,30,0
5186,"PHILLIPS, Jared","ACAP","2005-09-17","Hamilton East",0,0,0,0,0,0,59,0,0,0,0,0,0
5187,"THOMSEN, Robin John","LIB","2005-09-17","Hamilton East",0,0,0,0,0,0,34,0,0,0,0,0,0
3352,"GALLAGHER, Martin Owen","Labour","2005-09-17","Hamilton West",1,2,0,0,0,0,15396,1,0,1,14614,32,31
5018,"MACINDOE, Tim","National","2005-09-17","Hamilton West",0,0,0,0,0,0,14571,0,0,0,5312,62,39
4352,"GUDGEON, Bill","NZF","2005-09-17","Hamilton West",1,1,0,0,0,0,1847,0,0,0,2091,13,12
5188,"JACKSON, Robyn","UFNZ","2005-09-17","Hamilton West",0,0,0,0,0,0,521,0,0,0,0,28,0
5189,"MOXON, Tureiti","Maori","2005-09-17","Hamilton West",0,0,0,0,0,0,379,0,0,0,0,25,0
5190,"COX, Stephen Peter","ACT","2005-09-17","Hamilton West",0,0,0,0,0,0,342,0,0,0,0,53,0
5191,"BAINS, Sukhdev S","Progressive","2005-09-17","Hamilton West",0,0,0,0,0,0,215,0,0,0,0,29,0
5192,"SURESH, Vatsyayann","I","2005-09-17","Hamilton West",0,0,0,0,0,0,165,0,0,0,0,0,0
4809,"WIKIRIWHI, Timothy Denis","LIB","2005-09-17","Hamilton West",0,0,0,0,0,0,50,0,0,0,79,0,0
5193,"GIELEN, Jack","RONZP","2005-09-17","Hamilton West",0,0,0,0,0,0,43,0,0,0,0,0,0
4810,"KEY, John","National","2005-09-17","Helensville",1,1,0,0,0,0,22008,1,0,1,9775,7,43
5194,"LAWLEY, Judy","Labour","2005-09-17","Helensville",0,0,0,0,0,0,9230,0,0,0,0,66,0
4813,"JONES, Dail","NZF","2005-09-17","Helensville",1,1,0,0,0,0,1400,0,0,0,2725,10,10
4814,"DEETH, Andrea","UFNZ","2005-09-17","Helensville",0,0,0,0,0,0,573,0,0,0,1184,40,20
5195,"LANGFORD-TEBBY, Stephen","ACT","2005-09-17","Helensville",0,0,0,0,0,0,389,0,0,0,0,25,0
5196,"HUDSON, Awa","Maori","2005-09-17","Helensville",0,0,0,0,0,0,359,0,0,0,0,0,0
5197,"AARON, Julian","Progressive","2005-09-17","Helensville",0,0,0,0,0,0,318,0,0,0,0,26,0
5198,"KOSTER, Helen","DDP","2005-09-17","Helensville",0,0,0,0,0,0,58,0,0,0,0,0,0
2214,"MALLARD, Trevor","Labour","2005-09-17","Hutt South",1,4,1,1,0,0,16125,1,0,1,14834,8,12
5199,"THOMAS, Rosemarie","National","2005-09-17","Hutt South",0,0,0,0,0,0,10385,0,0,0,0,65,0
4818,"SMITH, Murray","UFNZ","2005-09-17","Hutt South",1,1,0,0,0,0,1905,0,0,0,2910,6,5
5200,"BRUCE, Paul","GP","2005-09-17","Hutt South",0,0,0,0,0,0,1719,0,0,0,0,18,0
5201,"LEVARKO, Howard","NZF","2005-09-17","Hutt South",0,0,0,0,0,0,698,0,0,0,0,36,0
5202,"MITCHELL, Lindsay","ACT","2005-09-17","Hutt South",0,0,0,0,0,0,579,0,0,0,0,9,0
5203,"KNIGHT, David","DNZ","2005-09-17","Hutt South",0,0,0,0,0,0,335,0,0,0,0,0,0
5204,"ROPATA, Maraea","Maori","2005-09-17","Hutt South",0,0,0,0,0,0,322,0,0,0,0,33,0
5205,"McSEVENEY, Jack","I","2005-09-17","Hutt South",0,0,0,0,0,0,106,0,0,0,0,0,0
5206,"HOWISON, Philip John","LIB","2005-09-17","Hutt South",0,0,0,0,0,0,64,0,0,0,0,0,0
4350,"HOROMIA, Parekura","Labour","2005-09-17","Ikaroa-Rawhiti",1,2,1,1,0,0,9502,1,0,1,11192,5,5
5207,"POANANGA, Atareta","Maori","2005-09-17","Ikaroa-Rawhiti",0,0,0,0,0,0,7570,0,0,0,0,3,0
5208,"TE KANI, Tauha","DNZ","2005-09-17","Ikaroa-Rawhiti",0,0,0,0,0,0,614,0,0,0,0,0,0
3621,"BROWNLEE, Gerry","National","2005-09-17","Ilam",1,3,0,0,0,0,19010,1,0,1,15773,2,9
5209,"BLANCHARD, Julian","Labour","2005-09-17","Ilam",0,0,0,0,0,0,11189,0,0,0,0,0,0
4361,"GRIFFITHS, Lois","GP","2005-09-17","Ilam",0,0,0,0,0,0,2034,0,0,0,1418,22,48
4829,"ALEXANDER, Marc","UFNZ","2005-09-17","Ilam",1,1,0,0,0,0,1716,0,0,0,1760,4,4
5210,"GILES, Jo","ACT","2005-09-17","Ilam",0,0,0,0,0,0,895,0,0,0,0,12,0
5211,"ZHANG, Zemin","Progressive","2005-09-17","Ilam",0,0,0,0,0,0,686,0,0,0,0,25,0
5212,"ANDERSON, Blair John","I","2005-09-17","Ilam",0,0,0,0,0,0,165,0,0,0,0,0,0
5213,"FINDLAY, Quentin","Alliance","2005-09-17","Ilam",0,0,0,0,0,0,85,0,0,0,0,0,0
3269,"ROY, Eric","National","2005-09-17","Invercargill",0,0,0,0,0,0,15570,1,0,1,11756,37,26
5214,"HARPUR, Wayne","Labour","2005-09-17","Invercargill",0,0,0,0,0,0,13518,0,0,0,0,0,0
4370,"CARSON, Craig","GP","2005-09-17","Invercargill",0,0,0,0,0,0,906,0,0,0,963,29,35
5215,"KENNARD, Ralph","UFNZ","2005-09-17","Invercargill",0,0,0,0,0,0,453,0,0,0,0,23,0
5216,"BEKER, Ian Alexander","ACT","2005-09-17","Invercargill",0,0,0,0,0,0,358,0,0,0,0,19,0
5217,"TAEFU, Heka","Progressive","2005-09-17","Invercargill",0,0,0,0,0,0,231,0,0,0,0,0,0
5218,"STIRLING, Bruce","NZDSC","2005-09-17","Invercargill",0,0,0,0,0,0,187,0,0,0,0,0,0
5219,"HAREMATE-CRAWFORD, Gina","Maori","2005-09-17","Invercargill",0,0,0,0,0,0,163,0,0,0,0,40,0
5220,"GUY, Craig","DDP","2005-09-17","Invercargill",0,0,0,0,0,0,65,0,0,0,0,0,0
5221,"KING, Colin","National","2005-09-17","Kaikoura",0,0,0,0,0,0,17755,1,0,1,0,42,0
4837,"BURNS, Brendon","Labour","2005-09-17","Kaikoura",0,0,0,0,0,0,13080,0,0,0,12096,48,48
5222,"BROWNING, Steffan","GP","2005-09-17","Kaikoura",0,0,0,0,0,0,1927,0,0,0,0,11,0
5223,"WESTLEY, Robin","UFNZ","2005-09-17","Kaikoura",0,0,0,0,0,0,481,0,0,0,0,34,0
5224,"MAURICE, John","Progressive","2005-09-17","Kaikoura",0,0,0,0,0,0,430,0,0,0,0,21,0
5225,"O'SULLIVAN, Pat","ACT","2005-09-17","Kaikoura",0,0,0,0,0,0,275,0,0,0,0,58,0
5226,"COWAN, Brett","Maori","2005-09-17","Kaikoura",0,0,0,0,0,0,174,0,0,0,0,20,0
4838,"HOWARD, Ted","I","2005-09-17","Kaikoura",0,0,0,0,0,0,170,0,0,0,458,0,42
5227,"KLEIS, Greg","Alliance","2005-09-17","Kaikoura",0,0,0,0,0,0,64,0,0,0,0,0,0
4840,"LABAN, Winnie","Labour","2005-09-17","Mana",1,1,0,0,0,0,16763,1,0,1,14576,20,20
